region,version,ip,prefixlength,org
ripencc,ipv4,37.98.152.0,21,tj.babilon;LLC Babilon-T
ripencc,ipv4,45.94.216.0,22,n/a
ripencc,ipv4,46.20.192.0,20,tj.babilon;LLC Babilon-T
ripencc,ipv4,77.95.0.0,21,tj.tarena;Tajik Academician Research and Educational Network Association
ripencc,ipv4,77.244.144.0,20,tj.intercom;INTERCOM LTD
ripencc,ipv4,79.170.184.0,21,tj.babilon;LLC Babilon-T
ripencc,ipv4,80.73.240.0,24,n/a
ripencc,ipv4,85.8.129.0,24,"tj.amonatbonk;State Saving Bank of the Republic of Tajikistan ""Amonatbonk"""
ripencc,ipv4,85.9.128.0,18,n/a
ripencc,ipv4,89.104.121.0,24,"tj.tojiktelecom;Opened Joint Stock Company ""Tojiktelecom"""
ripencc,ipv4,94.199.16.0,21,tj.babilon;LLC Babilon-T
ripencc,ipv4,95.142.80.0,20,"tj.ttl;CJSC ""Telecomm Technology"""
ripencc,ipv4,109.68.232.0,21,n/a
ripencc,ipv4,109.74.64.0,21,tj.babilon;LLC Babilon-T
ripencc,ipv4,109.74.72.0,24,n/a
ripencc,ipv4,109.74.73.0,24,tj.babilon;LLC Babilon-T
ripencc,ipv4,109.74.74.0,23,tj.babilon;LLC Babilon-T
ripencc,ipv4,109.74.76.0,22,tj.babilon;LLC Babilon-T
ripencc,ipv4,109.75.48.0,20,n/a
ripencc,ipv4,185.42.96.0,22,n/a
ripencc,ipv4,185.105.228.0,22,n/a
ripencc,ipv4,185.121.0.0,23,n/a
ripencc,ipv4,185.121.2.0,23,n/a
ripencc,ipv4,185.166.56.0,22,"tj.ttl;CJSC ""Telecomm Technology"""
ripencc,ipv4,185.177.0.0,22,"tj.tojiktelecom;Opened Joint Stock Company ""Tojiktelecom"""
ripencc,ipv4,185.191.52.0,22,tj.babilon;LLC Babilon-T
ripencc,ipv4,185.194.196.0,22,tj.tarena;Tajik Academician Research and Educational Network Association
ripencc,ipv4,185.208.96.0,22,n/a
ripencc,ipv4,185.222.211.0,24,"tj.cbt-tj;Open Joint-Stock Company ""Commerce Bank of Tajikistan"""
ripencc,ipv4,193.33.130.0,23,tj.ojscmicrocredit;OJSC Alif Bank
ripencc,ipv4,193.33.136.0,23,tj.ojscmicrocredit;OJSC Alif Bank
ripencc,ipv4,193.57.208.0,22,tj.oshnogroup;Oshno group LLC
ripencc,ipv4,217.8.32.0,20,n/a
ripencc,ipv4,217.11.176.0,20,tj.babilon;LLC Babilon-T
ripencc,ipv6,2a01:5d60::,29,n/a
ripencc,ipv6,2a09:3980::,32,"tj.amonatbonk;State Saving Bank of the Republic of Tajikistan ""Amonatbonk"""
ripencc,ipv6,2a0a:2980::,29,"tj.tojiktelecom;Opened Joint Stock Company ""Tojiktelecom"""
ripencc,ipv6,2a0a:7500::,32,n/a
ripencc,ipv6,2a0b:3340::,29,n/a
ripencc,ipv6,2a0b:6bc0::,29,n/a
ripencc,ipv6,2a0b:ae80::,32,tj.tarena;Tajik Academician Research and Educational Network Association
ripencc,ipv6,2a0c:d5c0::,29,tj.oshnogroup;Oshno group LLC
ripencc,ipv6,2a0f:ad80::,29,tj.ojscmicrocredit;OJSC Alif Bank
ripencc,ipv6,2a12:cec0::,29,tj.babilon;LLC Babilon-T
ripencc,ipv6,2a13:1b00::,29,n/a
