region,ip,prefixlength,org
apnic,103.104.244.0,22,n/a
apnic,103.125.216.0,22,n/a
apnic,103.158.222.0,23,n/a
apnic,103.163.186.0,23,n/a
apnic,103.166.228.0,23,n/a
apnic,103.214.4.0,22,n/a
apnic,103.214.180.0,22,n/a
apnic,103.219.152.0,22,n/a
apnic,146.88.19.0,24,n/a
arin,68.67.0.0,20,n/a
arin,167.202.192.0,19,n/a
arin,173.243.96.0,20,n/a
arin,198.99.141.0,24,n/a
arin,204.79.246.0,23,n/a
arin,204.79.248.0,22,n/a
arin,204.79.253.0,24,n/a
arin,204.79.254.0,23,n/a
arin,204.231.225.0,24,n/a
arin,204.231.226.0,24,n/a
arin,206.41.106.0,24,n/a
arin,206.108.115.0,24,n/a
arin,206.126.240.0,24,n/a
ripencc,2.16.0.0,13,n/a
ripencc,2.56.56.0,22,nl.legaco;Legaco Networks B.V.
ripencc,2.56.192.0,22,nl.dataweb;DataWeb B.V.
ripencc,2.56.200.0,22,n/a
ripencc,2.56.216.0,22,n/a
ripencc,2.56.224.0,22,nl.foxxl;FOXXL Hosting B.V.
ripencc,2.57.12.0,22,nl.source2cloud;Source2Cloud B.V.
ripencc,2.57.56.0,22,nl.cldin;CLDIN B.V.
ripencc,2.57.168.0,22,n/a
ripencc,2.58.20.0,22,n/a
ripencc,2.58.57.0,24,nl.tamerc;Tamer Canki
ripencc,2.58.58.0,23,nl.tamerc;Tamer Canki
ripencc,2.58.148.0,22,nl.legaco;Legaco Networks B.V.
ripencc,2.58.164.0,22,n/a
ripencc,2.58.212.0,22,nl.another;Another Level BV
ripencc,2.58.236.0,22,nl.telindus-isit;Telindus-ISIT B.V.
ripencc,2.59.36.0,22,n/a
ripencc,2.59.88.0,22,n/a
ripencc,2.59.136.0,22,n/a
ripencc,2.59.168.0,22,nl.worldstream;WorldStream B.V.
ripencc,5.2.64.0,20,nl.theinfrastructuregroup;The Infrastructure Group B.V.
ripencc,5.8.248.0,24,n/a
ripencc,5.8.250.0,24,nl.abnamroclearing;ABN AMRO Clearing Bank NV
ripencc,5.10.64.0,18,nl.softlayer-eu;SoftLayer Dutch Holdings BV
ripencc,5.10.192.0,24,n/a
ripencc,5.10.193.0,24,nl.legaco;Legaco Networks B.V.
ripencc,5.10.194.0,23,nl.legaco;Legaco Networks B.V.
ripencc,5.10.196.0,22,nl.legaco;Legaco Networks B.V.
ripencc,5.11.80.0,21,nl.webzilla;Webzilla B.V.
ripencc,5.22.204.0,22,nl.tngnet;TNGNET B.V.
ripencc,5.22.248.0,21,n/a
ripencc,5.34.232.0,21,n/a
ripencc,5.35.176.0,21,n/a
ripencc,5.39.168.0,21,nl.uniserver;Uniserver Internet B.V.
ripencc,5.39.184.0,21,n/a
ripencc,5.39.216.0,21,nl.hostkey;HOSTKEY B.V.
ripencc,5.42.194.0,24,nl.zetadatacenters;Zeta Datacenters B.V.
ripencc,5.42.207.0,24,n/a
ripencc,5.44.72.0,21,nl.mccloud;McCloud.nl B.V.
ripencc,5.44.250.0,24,n/a
ripencc,5.44.251.0,24,n/a
ripencc,5.45.32.0,22,nl.e-quest;e-Quest IT Projecten B.V.
ripencc,5.57.16.0,21,n/a
ripencc,5.57.213.0,24,n/a
ripencc,5.57.224.0,21,n/a
ripencc,5.57.248.0,21,nl.e-quest;e-Quest IT Projecten B.V.
ripencc,5.61.248.0,21,nl.ixlhosting;IXL Hosting B.V.
ripencc,5.79.64.0,18,nl.leaseweb;LeaseWeb Netherlands B.V.
ripencc,5.83.0.0,21,n/a
ripencc,5.100.224.0,21,n/a
ripencc,5.102.136.0,21,n/a
ripencc,5.104.112.0,20,nl.f2x;F2X Operator B.V.
ripencc,5.104.136.0,21,n/a
ripencc,5.104.224.0,21,n/a
ripencc,5.132.0.0,17,nl.jaguar;T-Mobile Thuis BV
ripencc,5.133.84.0,22,nl.horizontelecom2;Horizon Telecom B.V.
ripencc,5.153.0.0,18,nl.softlayer-eu;SoftLayer Dutch Holdings BV
ripencc,5.157.80.0,21,nl.cldin;CLDIN B.V.
ripencc,5.157.88.0,21,n/a
ripencc,5.159.32.0,21,n/a
ripencc,5.159.192.0,21,n/a
ripencc,5.172.40.0,21,nl.fundaments;Fundaments B.V.
ripencc,5.172.176.0,24,nl.kriek8;Kriek Networks BV
ripencc,5.172.180.0,24,nl.provizoip8;Provizo IP BV
ripencc,5.172.216.0,21,n/a
ripencc,5.175.80.0,21,n/a
ripencc,5.178.16.0,21,nl.irtcloud;GTT Communications Netherlands B.V.
ripencc,5.178.32.0,21,nl.ispworks;Enreach Netherlands B.V.
ripencc,5.178.64.0,21,n/a
ripencc,5.178.112.0,21,nl.dcg;Datacenter Groningen B.V.
ripencc,5.180.84.0,22,n/a
ripencc,5.180.124.0,22,nl.tpexholding;Syprea Management B.V.
ripencc,5.180.140.0,22,n/a
ripencc,5.180.160.0,22,nl.effectict;Effect ICT Solutions B.V.
ripencc,5.180.177.0,24,nl.surax2;Surax Networks BV
ripencc,5.180.178.0,24,nl.legacodu2;Legaco Networks DU BV
ripencc,5.180.179.0,24,nl.ipluo;IPLuo BV
ripencc,5.180.216.0,22,n/a
ripencc,5.180.224.0,22,nl.voiped;Voiped Wholesale BV
ripencc,5.181.54.0,24,n/a
ripencc,5.181.112.0,22,nl.legaco;Legaco Networks B.V.
ripencc,5.182.188.0,22,n/a
ripencc,5.182.208.0,22,n/a
ripencc,5.183.132.0,22,n/a
ripencc,5.183.140.0,22,nl.gblict;GBL ICT B.V.
ripencc,5.183.224.0,22,nl.legaco;Legaco Networks B.V.
ripencc,5.188.12.0,22,n/a
ripencc,5.199.144.0,20,nl.wapi;KPN B.V.
ripencc,5.199.188.0,22,nl.afcajax;AFC Ajax NV
ripencc,5.200.0.0,19,n/a
ripencc,5.206.208.0,20,nl.e-quest;e-Quest IT Projecten B.V.
ripencc,5.226.40.0,21,n/a
ripencc,5.253.32.0,22,n/a
ripencc,5.253.88.0,22,nl.expereo;Expereo International BV
ripencc,5.253.148.0,22,nl.ts;Transfer Solutions B.V.
ripencc,5.253.226.0,24,n/a
ripencc,5.255.64.0,19,n/a
ripencc,5.255.96.0,19,nl.theinfrastructuregroup;The Infrastructure Group B.V.
ripencc,5.255.152.0,21,nl.marktplaats;Marktplaats B.V.
ripencc,23.83.64.0,21,nl.servers;Servers.com B.V.
ripencc,23.83.112.0,20,nl.servers;Servers.com B.V.
ripencc,23.106.104.0,21,nl.servers;Servers.com B.V.
ripencc,23.106.112.0,21,nl.servers;Servers.com B.V.
ripencc,23.108.208.0,20,nl.servers;Servers.com B.V.
ripencc,23.109.0.0,16,nl.servers;Servers.com B.V.
ripencc,23.111.0.0,21,nl.servers;Servers.com B.V.
ripencc,23.111.16.0,20,nl.servers;Servers.com B.V.
ripencc,23.111.80.0,20,nl.servers;Servers.com B.V.
ripencc,23.111.224.0,20,nl.servers;Servers.com B.V.
ripencc,23.111.240.0,21,nl.servers;Servers.com B.V.
ripencc,23.249.232.0,21,nl.ngnetworks;NG-BLU Networks B.V.
ripencc,24.132.0.0,17,n/a
ripencc,24.132.128.0,17,n/a
ripencc,27.123.244.0,22,nl.eritap;Arend Brouwer trading as ERITAP
ripencc,31.3.8.0,21,n/a
ripencc,31.3.96.0,21,n/a
ripencc,31.3.104.0,21,n/a
ripencc,31.3.152.0,21,nl.altus;AltusHost B.V.
ripencc,31.7.0.0,21,n/a
ripencc,31.12.88.0,22,nl.tsyseurope;TSYS Europe (Netherlands) B.V.
ripencc,31.14.11.0,24,n/a
ripencc,31.14.32.0,24,n/a
ripencc,31.14.44.0,24,n/a
ripencc,31.14.45.0,24,nl.kruyswijk-ict;Kruyswijk-ICT Services BV
ripencc,31.14.48.0,24,n/a
