region,version,ip,prefixlength
ripencc,ipv4,31.130.176.0,20
ripencc,ipv4,46.148.32.0,20
ripencc,ipv4,81.163.0.0,21
ripencc,ipv4,88.135.32.0,22
ripencc,ipv4,88.135.40.0,21
ripencc,ipv4,91.207.138.0,23
ripencc,ipv4,91.208.165.0,24
ripencc,ipv4,91.209.242.0,24
ripencc,ipv4,91.212.16.0,24
ripencc,ipv4,91.212.252.0,24
ripencc,ipv4,91.216.4.0,24
ripencc,ipv4,91.217.64.0,23
ripencc,ipv4,91.220.79.0,24
ripencc,ipv4,91.222.196.0,22
ripencc,ipv4,91.224.110.0,23
ripencc,ipv4,91.224.176.0,23
ripencc,ipv4,91.225.52.0,22
ripencc,ipv4,91.228.189.0,24
ripencc,ipv4,91.229.214.0,23
ripencc,ipv4,91.230.32.0,24
ripencc,ipv4,91.232.64.0,22
ripencc,ipv4,91.232.68.0,23
ripencc,ipv4,91.232.72.0,22
ripencc,ipv4,91.233.56.0,22
ripencc,ipv4,91.237.254.0,22
ripencc,ipv4,91.239.14.0,24
ripencc,ipv4,91.239.108.0,22
ripencc,ipv4,91.239.214.0,24
ripencc,ipv4,91.240.60.0,22
ripencc,ipv4,91.240.180.0,22
ripencc,ipv4,91.241.20.0,23
ripencc,ipv4,91.241.92.0,24
ripencc,ipv4,91.242.44.0,23
ripencc,ipv4,91.243.126.0,23
ripencc,ipv4,91.243.160.0,20
ripencc,ipv4,91.247.66.0,23
ripencc,ipv4,93.126.0.0,18
ripencc,ipv4,94.232.168.0,21
ripencc,ipv4,95.215.160.0,22
ripencc,ipv4,95.215.173.0,24
ripencc,ipv4,109.95.60.0,22
ripencc,ipv4,109.95.64.0,21
ripencc,ipv4,157.119.188.0,22
ripencc,ipv4,176.101.32.0,20
ripencc,ipv4,176.101.48.0,21
ripencc,ipv4,176.102.224.0,19
ripencc,ipv4,176.122.210.0,23
ripencc,ipv4,176.123.64.0,18
ripencc,ipv4,176.124.64.0,22
ripencc,ipv4,178.215.0.0,18
ripencc,ipv4,178.219.224.0,20
ripencc,ipv4,185.1.77.0,24
ripencc,ipv4,188.191.176.0,21
ripencc,ipv4,193.0.156.0,24
ripencc,ipv4,193.8.139.0,24
ripencc,ipv4,193.19.144.0,23
ripencc,ipv4,193.28.181.0,24
ripencc,ipv4,193.32.80.0,23
ripencc,ipv4,193.35.62.0,24
ripencc,ipv4,193.104.22.0,24
ripencc,ipv4,193.104.212.0,24
ripencc,ipv4,193.105.2.0,24
ripencc,ipv4,193.105.6.0,24
ripencc,ipv4,193.178.200.0,22
ripencc,ipv4,193.189.122.0,23
ripencc,ipv4,193.222.51.0,24
ripencc,ipv4,193.242.194.0,23
ripencc,ipv4,193.242.208.0,23
ripencc,ipv4,194.33.104.0,22
ripencc,ipv4,194.33.122.0,23
ripencc,ipv4,194.33.124.0,22
ripencc,ipv4,194.60.228.0,22
ripencc,ipv4,194.143.140.0,23
ripencc,ipv4,194.146.148.0,22
ripencc,ipv4,195.20.136.0,24
ripencc,ipv4,195.88.188.0,23
ripencc,ipv4,195.191.74.0,23
ripencc,ipv4,195.245.70.0,23
ripencc,ipv4,196.3.91.0,24
ripencc,ipv6,2001:678:b0::,46
ripencc,ipv6,2001:7f8:a8::,48
ripencc,ipv6,2001:678:d88::,48
ripencc,ipv6,2001:67c:2728::,48
