region,version,ip,prefixlength
afrinic,ipv4,41.77.184.0,21
afrinic,ipv4,41.79.200.0,22
afrinic,ipv4,41.79.236.0,22
afrinic,ipv4,41.191.220.0,22
afrinic,ipv4,41.223.48.0,22
afrinic,ipv4,41.242.88.0,22
afrinic,ipv4,45.220.52.0,22
afrinic,ipv4,102.176.160.0,20
afrinic,ipv4,102.218.129.0,24
afrinic,ipv4,102.218.136.0,22
afrinic,ipv4,102.218.236.0,22
afrinic,ipv4,154.73.56.0,22
afrinic,ipv4,160.119.128.0,21
afrinic,ipv4,197.149.168.0,22
afrinic,ipv4,197.149.192.0,18
afrinic,ipv6,2c0f:3e00::,32
afrinic,ipv6,2c0f:5300::,32
afrinic,ipv6,2c0f:5b80::,32
afrinic,ipv6,2c0f:7100::,32
afrinic,ipv6,2c0f:ee38::,32
afrinic,ipv6,2c0f:f180::,32
afrinic,ipv6,2c0f:f600::,32
afrinic,ipv6,2c0f:f990::,32
afrinic,ipv6,2c0f:fbd0::,32
