region,version,ip,prefixlength
apnic,ipv6,2001:df1:3080::,48
apnic,ipv6,2001:df1:3180::,48
apnic,ipv6,2001:df1:32c0::,48
apnic,ipv6,2001:df1:3340::,48
apnic,ipv6,2001:df1:34c0::,48
apnic,ipv6,2001:df1:3940::,48
apnic,ipv6,2001:df1:3980::,48
apnic,ipv6,2001:df1:3a80::,48
apnic,ipv6,2001:df1:3d40::,48
apnic,ipv6,2001:df1:3d80::,48
apnic,ipv6,2001:df1:3dc0::,48
apnic,ipv6,2001:df1:3fc0::,48
apnic,ipv6,2001:df1:4140::,48
apnic,ipv6,2001:df1:4500::,48
apnic,ipv6,2001:df1:4700::,48
apnic,ipv6,2001:df1:4740::,48
apnic,ipv6,2001:df1:4840::,48
apnic,ipv6,2001:df1:4a00::,48
apnic,ipv6,2001:df1:4c80::,48
apnic,ipv6,2001:df1:4d00::,48
apnic,ipv6,2001:df1:4e40::,48
apnic,ipv6,2001:df1:4f00::,48
apnic,ipv6,2001:df1:5040::,48
apnic,ipv6,2001:df1:5100::,48
apnic,ipv6,2001:df1:5480::,48
apnic,ipv6,2001:df1:5680::,48
apnic,ipv6,2001:df1:56c0::,48
apnic,ipv6,2001:df1:5880::,48
apnic,ipv6,2001:df1:5980::,48
apnic,ipv6,2001:df1:5c00::,48
apnic,ipv6,2001:df1:5c80::,48
apnic,ipv6,2001:df1:5e80::,48
apnic,ipv6,2001:df1:6280::,48
apnic,ipv6,2001:df1:62c0::,48
apnic,ipv6,2001:df1:6380::,48
apnic,ipv6,2001:df1:6580::,48
apnic,ipv6,2001:df1:6780::,48
apnic,ipv6,2001:df1:6880::,48
apnic,ipv6,2001:df1:6900::,48
apnic,ipv6,2001:df1:6a00::,48
apnic,ipv6,2001:df1:6bc0::,48
apnic,ipv6,2001:df1:6e00::,48
apnic,ipv6,2001:df1:7000::,48
apnic,ipv6,2001:df1:7080::,48
apnic,ipv6,2001:df1:70c0::,48
apnic,ipv6,2001:df1:7140::,48
apnic,ipv6,2001:df1:7180::,48
apnic,ipv6,2001:df1:7200::,48
apnic,ipv6,2001:df1:7280::,48
apnic,ipv6,2001:df1:7340::,48
apnic,ipv6,2001:df1:7380::,48
apnic,ipv6,2001:df1:7480::,48
apnic,ipv6,2001:df1:7500::,48
apnic,ipv6,2001:df1:7800::,48
apnic,ipv6,2001:df1:79c0::,48
apnic,ipv6,2001:df1:7b80::,48
apnic,ipv6,2001:df1:7c80::,48
apnic,ipv6,2001:df1:7d40::,48
apnic,ipv6,2001:df1:7d80::,48
apnic,ipv6,2001:df1:7e80::,48
apnic,ipv6,2001:df1:7f80::,48
apnic,ipv6,2001:df1:8080::,48
apnic,ipv6,2001:df1:8180::,48
apnic,ipv6,2001:df1:8280::,48
apnic,ipv6,2001:df1:8340::,48
apnic,ipv6,2001:df1:8380::,48
apnic,ipv6,2001:df1:8480::,48
apnic,ipv6,2001:df1:8500::,48
apnic,ipv6,2001:df1:8580::,48
apnic,ipv6,2001:df1:8840::,48
apnic,ipv6,2001:df1:8880::,48
apnic,ipv6,2001:df1:8980::,48
apnic,ipv6,2001:df1:8d80::,48
apnic,ipv6,2001:df1:8ec0::,48
apnic,ipv6,2001:df1:9000::,48
apnic,ipv6,2001:df1:9300::,48
apnic,ipv6,2001:df1:9380::,48
apnic,ipv6,2001:df1:9480::,48
apnic,ipv6,2001:df1:9840::,48
apnic,ipv6,2001:df1:98c0::,48
apnic,ipv6,2001:df1:9a80::,48
apnic,ipv6,2001:df1:9b80::,48
apnic,ipv6,2001:df1:9d40::,48
apnic,ipv6,2001:df1:9dc0::,48
apnic,ipv6,2001:df1:9e00::,48
apnic,ipv6,2001:df1:9e40::,48
apnic,ipv6,2001:df1:9ec0::,48
apnic,ipv6,2001:df1:9f00::,48
apnic,ipv6,2001:df1:9f40::,48
apnic,ipv6,2001:df1:9fc0::,48
apnic,ipv6,2001:df1:a200::,48
apnic,ipv6,2001:df1:a440::,48
apnic,ipv6,2001:df1:a680::,48
apnic,ipv6,2001:df1:a6c0::,48
apnic,ipv6,2001:df1:a900::,48
apnic,ipv6,2001:df1:a980::,48
apnic,ipv6,2001:df1:a9c0::,48
apnic,ipv6,2001:df1:aa00::,48
apnic,ipv6,2001:df1:aa40::,48
apnic,ipv6,2001:df1:aa80::,48
apnic,ipv6,2001:df1:ab80::,48
apnic,ipv6,2001:df1:ac80::,48
apnic,ipv6,2001:df1:b100::,48
apnic,ipv6,2001:df1:b300::,48
apnic,ipv6,2001:df1:b480::,48
apnic,ipv6,2001:df1:b580::,48
apnic,ipv6,2001:df1:b5c0::,48
apnic,ipv6,2001:df1:b680::,48
apnic,ipv6,2001:df1:b740::,48
apnic,ipv6,2001:df1:b780::,48
apnic,ipv6,2001:df1:b880::,48
apnic,ipv6,2001:df1:b9c0::,48
apnic,ipv6,2001:df1:ba40::,48
apnic,ipv6,2001:df1:be40::,48
apnic,ipv6,2001:df1:c1c0::,48
apnic,ipv6,2001:df1:c2c0::,48
apnic,ipv6,2001:df1:c380::,48
apnic,ipv6,2001:df1:c480::,48
apnic,ipv6,2001:df1:c600::,48
apnic,ipv6,2001:df1:c680::,48
apnic,ipv6,2001:df1:c780::,48
apnic,ipv6,2001:df1:ca00::,48
apnic,ipv6,2001:df1:cc40::,48
apnic,ipv6,2001:df1:ccc0::,48
apnic,ipv6,2001:df1:cd40::,48
apnic,ipv6,2001:df1:cd80::,48
apnic,ipv6,2001:df1:cdc0::,48
apnic,ipv6,2001:df1:ce00::,48
apnic,ipv6,2001:df1:ce80::,48
apnic,ipv6,2001:df1:cf80::,48
apnic,ipv6,2001:df1:cfc0::,48
apnic,ipv6,2001:df1:d040::,48
apnic,ipv6,2001:df1:d080::,48
apnic,ipv6,2001:df1:d280::,48
apnic,ipv6,2001:df1:d380::,48
apnic,ipv6,2001:df1:d440::,48
apnic,ipv6,2001:df1:d480::,48
apnic,ipv6,2001:df1:d580::,48
apnic,ipv6,2001:df1:d780::,48
apnic,ipv6,2001:df1:d880::,48
apnic,ipv6,2001:df1:d940::,48
apnic,ipv6,2001:df1:db00::,48
apnic,ipv6,2001:df1:dc80::,48
apnic,ipv6,2001:df1:dd80::,48
apnic,ipv6,2001:df1:de40::,48
apnic,ipv6,2001:df1:de80::,48
apnic,ipv6,2001:df1:dfc0::,48
apnic,ipv6,2001:df1:e000::,48
apnic,ipv6,2001:df1:e040::,48
apnic,ipv6,2001:df1:e180::,48
apnic,ipv6,2001:df1:e280::,48
apnic,ipv6,2001:df1:e380::,48
apnic,ipv6,2001:df1:e400::,48
apnic,ipv6,2001:df1:e480::,48
apnic,ipv6,2001:df1:e580::,48
apnic,ipv6,2001:df1:e880::,48
apnic,ipv6,2001:df1:e8c0::,48
apnic,ipv6,2001:df1:e980::,48
apnic,ipv6,2001:df1:ea80::,48
apnic,ipv6,2001:df1:ee40::,48
apnic,ipv6,2001:df1:f000::,48
apnic,ipv6,2001:df1:f200::,48
apnic,ipv6,2001:df1:f280::,48
apnic,ipv6,2001:df1:f380::,48
apnic,ipv6,2001:df1:f500::,48
apnic,ipv6,2001:df1:f540::,48
apnic,ipv6,2001:df1:f5c0::,48
apnic,ipv6,2001:df1:f700::,48
apnic,ipv6,2001:df1:f980::,48
apnic,ipv6,2001:df1:fa80::,48
apnic,ipv6,2001:df1:fc80::,48
apnic,ipv6,2001:df1:fcc0::,48
apnic,ipv6,2001:df1:fe00::,48
apnic,ipv6,2001:df1:ff00::,48
apnic,ipv6,2001:df1:ff40::,48
apnic,ipv6,2001:df1:ff80::,48
apnic,ipv6,2001:df2:1080::,48
apnic,ipv6,2001:df2:1100::,48
apnic,ipv6,2001:df2:1180::,48
apnic,ipv6,2001:df2:1280::,48
apnic,ipv6,2001:df2:1480::,48
apnic,ipv6,2001:df2:1580::,48
apnic,ipv6,2001:df2:1680::,48
apnic,ipv6,2001:df2:1780::,48
apnic,ipv6,2001:df2:1a00::,48
apnic,ipv6,2001:df2:1c80::,48
apnic,ipv6,2001:df2:1d80::,48
apnic,ipv6,2001:df2:1e80::,48
apnic,ipv6,2001:df2:1f80::,48
apnic,ipv6,2001:df2:2080::,48
apnic,ipv6,2001:df2:2100::,48
apnic,ipv6,2001:df2:2180::,48
apnic,ipv6,2001:df2:2200::,48
apnic,ipv6,2001:df2:2300::,48
apnic,ipv6,2001:df2:2380::,48
apnic,ipv6,2001:df2:2400::,48
apnic,ipv6,2001:df2:2480::,48
apnic,ipv6,2001:df2:2500::,48
apnic,ipv6,2001:df2:2580::,48
apnic,ipv6,2001:df2:2680::,48
apnic,ipv6,2001:df2:2980::,48
apnic,ipv6,2001:df2:2a00::,48
apnic,ipv6,2001:df2:2b00::,48
apnic,ipv6,2001:df2:2b80::,48
apnic,ipv6,2001:df2:2c80::,48
apnic,ipv6,2001:df2:2d80::,48
apnic,ipv6,2001:df2:2e80::,48
apnic,ipv6,2001:df2:2f80::,48
apnic,ipv6,2001:df2:3100::,48
apnic,ipv6,2001:df2:3200::,48
apnic,ipv6,2001:df2:3380::,48
apnic,ipv6,2001:df2:3480::,48
apnic,ipv6,2001:df2:3580::,48
apnic,ipv6,2001:df2:3600::,48
apnic,ipv6,2001:df2:3a00::,48
apnic,ipv6,2001:df2:3d00::,48
apnic,ipv6,2001:df2:3e80::,48
apnic,ipv6,2001:df2:3f80::,48
apnic,ipv6,2001:df2:4300::,48
apnic,ipv6,2001:df2:4980::,48
apnic,ipv6,2001:df2:4a00::,48
apnic,ipv6,2001:df2:4a80::,48
apnic,ipv6,2001:df2:4b80::,48
apnic,ipv6,2001:df2:4c00::,48
apnic,ipv6,2001:df2:4e00::,48
apnic,ipv6,2001:df2:5180::,48
apnic,ipv6,2001:df2:5700::,48
apnic,ipv6,2001:df2:5a00::,48
apnic,ipv6,2001:df2:5b00::,48
apnic,ipv6,2001:df2:5b80::,48
apnic,ipv6,2001:df2:5e00::,48
apnic,ipv6,2001:df2:5f80::,48
apnic,ipv6,2001:df2:6000::,48
apnic,ipv6,2001:df2:6300::,48
apnic,ipv6,2001:df2:6500::,48
apnic,ipv6,2001:df2:6a00::,48
apnic,ipv6,2001:df2:6a80::,48
apnic,ipv6,2001:df2:6b80::,48
apnic,ipv6,2001:df2:6d80::,48
apnic,ipv6,2001:df2:6e00::,48
apnic,ipv6,2001:df2:6f80::,48
apnic,ipv6,2001:df2:7100::,48
apnic,ipv6,2001:df2:7500::,48
apnic,ipv6,2001:df2:7780::,48
apnic,ipv6,2001:df2:7880::,48
apnic,ipv6,2001:df2:7980::,48
apnic,ipv6,2001:df2:7f00::,48
apnic,ipv6,2001:df2:7f80::,48
apnic,ipv6,2001:df2:8080::,48
apnic,ipv6,2001:df2:8a00::,48
apnic,ipv6,2001:df2:9100::,48
apnic,ipv6,2001:df2:9200::,48
apnic,ipv6,2001:df2:9480::,48
apnic,ipv6,2001:df2:9500::,48
apnic,ipv6,2001:df2:9780::,48
apnic,ipv6,2001:df2:9880::,48
apnic,ipv6,2001:df2:a000::,48
apnic,ipv6,2001:df2:a100::,48
apnic,ipv6,2001:df2:a200::,48
apnic,ipv6,2001:df2:a380::,48
apnic,ipv6,2001:df2:a480::,48
apnic,ipv6,2001:df2:a600::,48
apnic,ipv6,2001:df2:a680::,48
apnic,ipv6,2001:df2:aa00::,48
apnic,ipv6,2001:df2:ab00::,48
apnic,ipv6,2001:df2:ab80::,48
apnic,ipv6,2001:df2:ad80::,48
apnic,ipv6,2001:df2:ae80::,48
apnic,ipv6,2001:df2:af80::,48
apnic,ipv6,2001:df2:b100::,48
apnic,ipv6,2001:df2:b180::,48
apnic,ipv6,2001:df2:b200::,48
apnic,ipv6,2001:df2:b300::,48
apnic,ipv6,2001:df2:b600::,48
apnic,ipv6,2001:df2:b900::,48
apnic,ipv6,2001:df2:ba00::,48
apnic,ipv6,2001:df2:ba80::,48
apnic,ipv6,2001:df2:bc00::,48
apnic,ipv6,2001:df2:bd00::,48
apnic,ipv6,2001:df2:be00::,48
apnic,ipv6,2001:df2:c000::,48
apnic,ipv6,2001:df2:c200::,48
apnic,ipv6,2001:df2:c280::,48
apnic,ipv6,2001:df2:c380::,48
apnic,ipv6,2001:df2:c480::,48
apnic,ipv6,2001:df2:c680::,48
apnic,ipv6,2001:df2:c780::,48
apnic,ipv6,2001:df2:c880::,48
apnic,ipv6,2001:df2:c980::,48
apnic,ipv6,2001:df2:cc00::,48
apnic,ipv6,2001:df2:d080::,48
apnic,ipv6,2001:df2:d400::,48
apnic,ipv6,2001:df2:d500::,48
apnic,ipv6,2001:df2:d600::,48
apnic,ipv6,2001:df2:d700::,48
apnic,ipv6,2001:df2:dd00::,48
apnic,ipv6,2001:df2:e100::,48
apnic,ipv6,2001:df2:e300::,48
apnic,ipv6,2001:df2:e480::,48
apnic,ipv6,2001:df2:e580::,48
apnic,ipv6,2001:df2:e680::,48
apnic,ipv6,2001:df2:e780::,48
apnic,ipv6,2001:df2:e880::,48
apnic,ipv6,2001:df2:e980::,48
apnic,ipv6,2001:df2:eb80::,48
apnic,ipv6,2001:df2:ec00::,48
apnic,ipv6,2001:df2:ef00::,48
apnic,ipv6,2001:df2:f100::,48
apnic,ipv6,2001:df2:f580::,48
apnic,ipv6,2001:df2:f600::,48
apnic,ipv6,2001:df2:f700::,48
apnic,ipv6,2001:df2:f900::,48
apnic,ipv6,2001:df2:fb00::,48
apnic,ipv6,2001:df2:fb80::,48
apnic,ipv6,2001:df3:1200::,48
apnic,ipv6,2001:df3:1280::,48
apnic,ipv6,2001:df3:1800::,48
apnic,ipv6,2001:df3:1880::,48
apnic,ipv6,2001:df3:1980::,48
apnic,ipv6,2001:df3:1a80::,48
apnic,ipv6,2001:df3:2000::,48
apnic,ipv6,2001:df3:2280::,48
apnic,ipv6,2001:df3:2300::,48
apnic,ipv6,2001:df3:2380::,48
apnic,ipv6,2001:df3:2480::,48
apnic,ipv6,2001:df3:2700::,48
apnic,ipv6,2001:df3:2880::,48
apnic,ipv6,2001:df3:2980::,48
apnic,ipv6,2001:df3:2c80::,48
apnic,ipv6,2001:df3:3280::,48
apnic,ipv6,2001:df3:3480::,48
apnic,ipv6,2001:df3:3580::,48
apnic,ipv6,2001:df3:3800::,48
apnic,ipv6,2001:df3:3900::,48
apnic,ipv6,2001:df3:3b00::,48
apnic,ipv6,2001:df3:3c80::,48
apnic,ipv6,2001:df3:3d80::,48
apnic,ipv6,2001:df3:3e80::,48
apnic,ipv6,2001:df3:3f00::,48
apnic,ipv6,2001:df3:3f80::,48
apnic,ipv6,2001:df3:4100::,48
apnic,ipv6,2001:df3:4380::,48
apnic,ipv6,2001:df3:4480::,48
apnic,ipv6,2001:df3:4580::,48
apnic,ipv6,2001:df3:4600::,48
apnic,ipv6,2001:df3:4680::,48
apnic,ipv6,2001:df3:4780::,48
apnic,ipv6,2001:df3:4880::,48
apnic,ipv6,2001:df3:4d00::,48
apnic,ipv6,2001:df3:4e00::,48
apnic,ipv6,2001:df3:4f80::,48
apnic,ipv6,2001:df3:5480::,48
apnic,ipv6,2001:df3:5b80::,48
apnic,ipv6,2001:df3:5e00::,48
apnic,ipv6,2001:df3:6280::,48
apnic,ipv6,2001:df3:6380::,48
apnic,ipv6,2001:df3:6580::,48
apnic,ipv6,2001:df3:6680::,48
apnic,ipv6,2001:df3:6780::,48
apnic,ipv6,2001:df3:6880::,48
apnic,ipv6,2001:df3:6980::,48
apnic,ipv6,2001:df3:6a00::,48
apnic,ipv6,2001:df3:6a80::,48
apnic,ipv6,2001:df3:6b80::,48
apnic,ipv6,2001:df3:6c80::,48
apnic,ipv6,2001:df3:6d00::,48
apnic,ipv6,2001:df3:6f80::,48
apnic,ipv6,2001:df3:7000::,48
apnic,ipv6,2001:df3:7080::,48
apnic,ipv6,2001:df3:7100::,48
apnic,ipv6,2001:df3:7180::,48
apnic,ipv6,2001:df3:7280::,48
apnic,ipv6,2001:df3:7380::,48
apnic,ipv6,2001:df3:7480::,48
apnic,ipv6,2001:df3:7700::,48
apnic,ipv6,2001:df3:7980::,48
apnic,ipv6,2001:df3:7d80::,48
apnic,ipv6,2001:df3:7e80::,48
apnic,ipv6,2001:df3:7f00::,48
apnic,ipv6,2001:df3:8000::,48
apnic,ipv6,2001:df3:8080::,48
apnic,ipv6,2001:df3:8100::,48
apnic,ipv6,2001:df3:8180::,48
apnic,ipv6,2001:df3:8300::,48
apnic,ipv6,2001:df3:8480::,48
apnic,ipv6,2001:df3:8500::,48
apnic,ipv6,2001:df3:8580::,48
apnic,ipv6,2001:df3:8680::,48
apnic,ipv6,2001:df3:8700::,48
apnic,ipv6,2001:df3:8780::,48
apnic,ipv6,2001:df3:8d00::,48
apnic,ipv6,2001:df3:8f00::,48
apnic,ipv6,2001:df3:9480::,48
apnic,ipv6,2001:df3:9600::,48
apnic,ipv6,2001:df3:9b00::,48
apnic,ipv6,2001:df3:9d00::,48
apnic,ipv6,2001:df3:9d80::,48
apnic,ipv6,2001:df3:9e80::,48
apnic,ipv6,2001:df3:9f00::,48
apnic,ipv6,2001:df3:9f80::,48
apnic,ipv6,2001:df3:a080::,48
apnic,ipv6,2001:df3:a100::,48
apnic,ipv6,2001:df3:a500::,48
apnic,ipv6,2001:df3:a580::,48
apnic,ipv6,2001:df3:a900::,48
apnic,ipv6,2001:df3:aa00::,48
apnic,ipv6,2001:df3:ab00::,48
apnic,ipv6,2001:df3:ad80::,48
apnic,ipv6,2001:df3:af00::,48
apnic,ipv6,2001:df3:af80::,48
apnic,ipv6,2001:df3:b080::,48
apnic,ipv6,2001:df3:b180::,48
apnic,ipv6,2001:df3:b880::,48
apnic,ipv6,2001:df3:b980::,48
apnic,ipv6,2001:df3:ba80::,48
apnic,ipv6,2001:df3:bd00::,48
apnic,ipv6,2001:df3:be80::,48
apnic,ipv6,2001:df3:c000::,48
apnic,ipv6,2001:df3:c480::,48
apnic,ipv6,2001:df3:c500::,48
apnic,ipv6,2001:df3:c900::,48
apnic,ipv6,2001:df3:c980::,48
apnic,ipv6,2001:df3:ca00::,48
apnic,ipv6,2001:df3:ca80::,48
apnic,ipv6,2001:df3:cb00::,48
apnic,ipv6,2001:df3:cf00::,48
apnic,ipv6,2001:df3:d180::,48
apnic,ipv6,2001:df3:d480::,48
apnic,ipv6,2001:df3:d580::,48
apnic,ipv6,2001:df3:d700::,48
apnic,ipv6,2001:df3:d900::,48
apnic,ipv6,2001:df3:dc00::,48
apnic,ipv6,2001:df3:dc80::,48
apnic,ipv6,2001:df3:dd80::,48
apnic,ipv6,2001:df3:de80::,48
apnic,ipv6,2001:df3:df00::,48
apnic,ipv6,2001:df3:df80::,48
apnic,ipv6,2001:df3:e200::,48
apnic,ipv6,2001:df3:e600::,48
apnic,ipv6,2001:df3:e700::,48
apnic,ipv6,2001:df3:e880::,48
apnic,ipv6,2001:df3:e900::,48
apnic,ipv6,2001:df3:e980::,48
apnic,ipv6,2001:df3:f000::,48
apnic,ipv6,2001:df3:f100::,48
apnic,ipv6,2001:df3:f180::,48
apnic,ipv6,2001:df3:f300::,48
apnic,ipv6,2001:df3:f480::,48
apnic,ipv6,2001:df3:f680::,48
apnic,ipv6,2001:df3:f780::,48
apnic,ipv6,2001:df3:fb80::,48
apnic,ipv6,2001:df3:fc80::,48
apnic,ipv6,2001:df3:fd80::,48
apnic,ipv6,2001:df3:fe00::,48
apnic,ipv6,2001:df3:ff00::,48
apnic,ipv6,2001:df4:1100::,48
apnic,ipv6,2001:df4:1900::,48
apnic,ipv6,2001:df4:1f00::,48
apnic,ipv6,2001:df4:2080::,48
apnic,ipv6,2001:df4:2180::,48
apnic,ipv6,2001:df4:2300::,48
apnic,ipv6,2001:df4:2380::,48
apnic,ipv6,2001:df4:2500::,48
apnic,ipv6,2001:df4:2680::,48
apnic,ipv6,2001:df4:2700::,48
apnic,ipv6,2001:df4:2a80::,48
apnic,ipv6,2001:df4:2d80::,48
apnic,ipv6,2001:df4:2f80::,48
apnic,ipv6,2001:df4:3080::,48
apnic,ipv6,2001:df4:3680::,48
apnic,ipv6,2001:df4:3980::,48
apnic,ipv6,2001:df4:3b00::,48
apnic,ipv6,2001:df4:3d00::,48
apnic,ipv6,2001:df4:3f00::,48
apnic,ipv6,2001:df4:4400::,48
apnic,ipv6,2001:df4:4900::,48
apnic,ipv6,2001:df4:4980::,48
apnic,ipv6,2001:df4:4a80::,48
apnic,ipv6,2001:df4:4b00::,48
apnic,ipv6,2001:df4:5000::,48
apnic,ipv6,2001:df4:5400::,48
apnic,ipv6,2001:df4:5500::,48
apnic,ipv6,2001:df4:5580::,48
apnic,ipv6,2001:df4:5680::,48
apnic,ipv6,2001:df4:5700::,48
apnic,ipv6,2001:df4:5d00::,48
apnic,ipv6,2001:df4:5d80::,48
apnic,ipv6,2001:df4:5e80::,48
apnic,ipv6,2001:df4:5f80::,48
apnic,ipv6,2001:df4:6c00::,48
apnic,ipv6,2001:df4:6c80::,48
apnic,ipv6,2001:df4:6d00::,48
apnic,ipv6,2001:df4:6d80::,48
apnic,ipv6,2001:df4:6e80::,48
apnic,ipv6,2001:df4:6f80::,48
apnic,ipv6,2001:df4:7080::,48
apnic,ipv6,2001:df4:7100::,48
apnic,ipv6,2001:df4:7180::,48
apnic,ipv6,2001:df4:7280::,48
apnic,ipv6,2001:df4:7380::,48
apnic,ipv6,2001:df4:7680::,48
apnic,ipv6,2001:df4:7780::,48
apnic,ipv6,2001:df4:7880::,48
apnic,ipv6,2001:df4:7980::,48
apnic,ipv6,2001:df4:7a80::,48
apnic,ipv6,2001:df4:7b80::,48
apnic,ipv6,2001:df4:7c80::,48
apnic,ipv6,2001:df4:7d80::,48
apnic,ipv6,2001:df4:7e80::,48
apnic,ipv6,2001:df4:7f00::,48
apnic,ipv6,2001:df4:7f80::,48
apnic,ipv6,2001:df4:8080::,48
apnic,ipv6,2001:df4:8100::,48
apnic,ipv6,2001:df4:8180::,48
apnic,ipv6,2001:df4:8380::,48
apnic,ipv6,2001:df4:8480::,48
apnic,ipv6,2001:df4:8580::,48
apnic,ipv6,2001:df4:8680::,48
apnic,ipv6,2001:df4:8700::,48
apnic,ipv6,2001:df4:8780::,48
apnic,ipv6,2001:df4:8880::,48
apnic,ipv6,2001:df4:8980::,48
apnic,ipv6,2001:df4:8a80::,48
apnic,ipv6,2001:df4:8b00::,48
apnic,ipv6,2001:df4:8b80::,48
apnic,ipv6,2001:df4:8c80::,48
apnic,ipv6,2001:df4:8d00::,48
apnic,ipv6,2001:df4:8f00::,48
apnic,ipv6,2001:df4:9100::,48
apnic,ipv6,2001:df4:9280::,48
apnic,ipv6,2001:df4:9680::,48
apnic,ipv6,2001:df4:9800::,48
apnic,ipv6,2001:df4:9900::,48
apnic,ipv6,2001:df4:9a80::,48
apnic,ipv6,2001:df4:9b80::,48
apnic,ipv6,2001:df4:9c80::,48
apnic,ipv6,2001:df4:9d80::,48
apnic,ipv6,2001:df4:9e80::,48
apnic,ipv6,2001:df4:9f80::,48
apnic,ipv6,2001:df4:a080::,48
apnic,ipv6,2001:df4:a100::,48
apnic,ipv6,2001:df4:a180::,48
apnic,ipv6,2001:df4:a280::,48
apnic,ipv6,2001:df4:a380::,48
apnic,ipv6,2001:df4:a800::,48
apnic,ipv6,2001:df4:a900::,48
apnic,ipv6,2001:df4:aa80::,48
apnic,ipv6,2001:df4:ac80::,48
apnic,ipv6,2001:df4:ad00::,48
apnic,ipv6,2001:df4:ad80::,48
apnic,ipv6,2001:df4:b100::,48
apnic,ipv6,2001:df4:b200::,48
apnic,ipv6,2001:df4:b280::,48
apnic,ipv6,2001:df4:b300::,48
apnic,ipv6,2001:df4:b500::,48
apnic,ipv6,2001:df4:b780::,48
apnic,ipv6,2001:df4:bd00::,48
apnic,ipv6,2001:df4:bf00::,48
apnic,ipv6,2001:df4:c000::,48
apnic,ipv6,2001:df4:c100::,48
apnic,ipv6,2001:df4:c280::,48
apnic,ipv6,2001:df4:c300::,48
apnic,ipv6,2001:df4:c380::,48
apnic,ipv6,2001:df4:c480::,48
apnic,ipv6,2001:df4:c700::,48
apnic,ipv6,2001:df4:c880::,48
apnic,ipv6,2001:df4:ca80::,48
apnic,ipv6,2001:df4:cd00::,48
apnic,ipv6,2001:df4:cd80::,48
apnic,ipv6,2001:df4:cf80::,48
apnic,ipv6,2001:df4:d700::,48
apnic,ipv6,2001:df4:da80::,48
apnic,ipv6,2001:df4:db80::,48
apnic,ipv6,2001:df4:df00::,48
apnic,ipv6,2001:df4:df80::,48
apnic,ipv6,2001:df4:e300::,48
apnic,ipv6,2001:df4:e500::,48
apnic,ipv6,2001:df4:e880::,48
apnic,ipv6,2001:df4:e980::,48
apnic,ipv6,2001:df4:ea80::,48
apnic,ipv6,2001:df4:eb00::,48
apnic,ipv6,2001:df4:ec80::,48
apnic,ipv6,2001:df4:ed00::,48
apnic,ipv6,2001:df4:f100::,48
apnic,ipv6,2001:df4:f300::,48
apnic,ipv6,2001:df4:f700::,48
apnic,ipv6,2001:df4:f900::,48
apnic,ipv6,2001:df4:f980::,48
apnic,ipv6,2001:df4:fa80::,48
apnic,ipv6,2001:df4:fb00::,48
apnic,ipv6,2001:df4:fc80::,48
apnic,ipv6,2001:df4:fd80::,48
apnic,ipv6,2001:df4:fe80::,48
apnic,ipv6,2001:df5:1100::,48
apnic,ipv6,2001:df5:1280::,48
apnic,ipv6,2001:df5:1380::,48
apnic,ipv6,2001:df5:1480::,48
apnic,ipv6,2001:df5:1580::,48
apnic,ipv6,2001:df5:1780::,48
apnic,ipv6,2001:df5:1880::,48
apnic,ipv6,2001:df5:1900::,48
apnic,ipv6,2001:df5:1a00::,48
apnic,ipv6,2001:df5:1a80::,48
apnic,ipv6,2001:df5:1b80::,48
apnic,ipv6,2001:df5:1c00::,48
apnic,ipv6,2001:df5:1d00::,48
apnic,ipv6,2001:df5:2500::,48
apnic,ipv6,2001:df5:2600::,48
apnic,ipv6,2001:df5:2700::,48
apnic,ipv6,2001:df5:2900::,48
apnic,ipv6,2001:df5:3200::,48
apnic,ipv6,2001:df5:3300::,48
apnic,ipv6,2001:df5:3400::,48
apnic,ipv6,2001:df5:3600::,48
apnic,ipv6,2001:df5:3700::,48
apnic,ipv6,2001:df5:3900::,48
apnic,ipv6,2001:df5:3a00::,48
apnic,ipv6,2001:df5:3d80::,48
apnic,ipv6,2001:df5:3e00::,48
apnic,ipv6,2001:df5:3e80::,48
apnic,ipv6,2001:df5:3f80::,48
apnic,ipv6,2001:df5:4000::,48
apnic,ipv6,2001:df5:4200::,48
apnic,ipv6,2001:df5:4d00::,48
apnic,ipv6,2001:df5:4f00::,48
apnic,ipv6,2001:df5:5080::,48
apnic,ipv6,2001:df5:5180::,48
apnic,ipv6,2001:df5:5280::,48
apnic,ipv6,2001:df5:5380::,48
apnic,ipv6,2001:df5:5500::,48
apnic,ipv6,2001:df5:5880::,48
apnic,ipv6,2001:df5:5980::,48
apnic,ipv6,2001:df5:5a00::,48
apnic,ipv6,2001:df5:5b00::,48
apnic,ipv6,2001:df5:5c80::,48
apnic,ipv6,2001:df5:5f00::,48
apnic,ipv6,2001:df5:6100::,48
apnic,ipv6,2001:df5:6180::,48
apnic,ipv6,2001:df5:6200::,48
apnic,ipv6,2001:df5:6280::,48
apnic,ipv6,2001:df5:6680::,48
apnic,ipv6,2001:df5:6a80::,48
apnic,ipv6,2001:df5:7000::,48
apnic,ipv6,2001:df5:7400::,48
apnic,ipv6,2001:df5:7600::,48
apnic,ipv6,2001:df5:7b00::,48
apnic,ipv6,2001:df5:8500::,48
apnic,ipv6,2001:df5:8700::,48
apnic,ipv6,2001:df5:8900::,48
apnic,ipv6,2001:df5:8a80::,48
apnic,ipv6,2001:df5:9600::,48
apnic,ipv6,2001:df5:9a00::,48
apnic,ipv6,2001:df5:9c00::,48
