region,version,ip,prefixlength,org
lacnic,ipv4,138.185.208.0,22,n/a
lacnic,ipv4,143.0.32.0,22,n/a
lacnic,ipv4,161.0.80.0,20,n/a
lacnic,ipv4,186.159.96.0,20,n/a
lacnic,ipv4,190.4.64.0,20,n/a
lacnic,ipv4,190.97.112.0,21,n/a
lacnic,ipv4,190.107.248.0,21,n/a
lacnic,ipv4,190.123.16.0,22,n/a
lacnic,ipv4,200.6.144.0,21,n/a
lacnic,ipv4,200.71.248.0,21,n/a
lacnic,ipv4,200.107.84.0,22,n/a
lacnic,ipv6,2800:b00::,32,n/a
lacnic,ipv6,2803:1600::,32,n/a
lacnic,ipv6,2803:4900::,32,n/a
lacnic,ipv6,2803:a000::,32,n/a
lacnic,ipv6,2803:f640::,32,n/a
ripencc,ipv4,193.17.35.0,24,bq.enox;MSBV B.V.
ripencc,ipv6,2a10:cdc0::,29,bq.enox;MSBV B.V.
