region,version,ip,prefixlength
ripencc,ipv4,46.151.96.0,21
ripencc,ipv4,57.1.0.0,16
ripencc,ipv4,57.4.0.0,14
ripencc,ipv4,57.30.0.0,15
ripencc,ipv4,57.38.0.0,16
ripencc,ipv4,57.47.0.0,16
ripencc,ipv4,57.188.0.0,16
ripencc,ipv4,57.190.0.0,15
ripencc,ipv4,57.230.0.0,16
ripencc,ipv4,57.233.0.0,15
ripencc,ipv4,57.236.0.0,16
ripencc,ipv4,57.238.0.0,16
ripencc,ipv4,57.241.0.0,15
ripencc,ipv4,57.250.0.0,16
ripencc,ipv4,57.254.0.0,15
ripencc,ipv4,62.182.56.0,21
ripencc,ipv4,85.255.192.0,20
ripencc,ipv4,88.197.128.0,17
ripencc,ipv4,91.194.202.0,23
ripencc,ipv4,91.198.26.0,24
ripencc,ipv4,91.198.203.0,24
ripencc,ipv4,91.198.243.0,24
ripencc,ipv4,91.199.15.0,24
ripencc,ipv4,91.206.84.0,23
ripencc,ipv4,91.206.250.0,23
ripencc,ipv4,91.208.12.0,24
ripencc,ipv4,91.208.37.0,24
ripencc,ipv4,91.208.51.0,24
ripencc,ipv4,91.208.211.0,24
ripencc,ipv4,91.208.220.0,24
ripencc,ipv4,91.209.133.0,24
ripencc,ipv4,91.212.185.0,24
ripencc,ipv4,91.216.10.0,24
ripencc,ipv4,91.216.20.0,24
ripencc,ipv4,91.216.41.0,24
ripencc,ipv4,91.216.145.0,24
ripencc,ipv4,91.216.238.0,24
ripencc,ipv4,91.220.68.0,24
ripencc,ipv4,91.220.102.0,24
ripencc,ipv4,91.220.111.0,24
ripencc,ipv4,91.220.136.0,24
ripencc,ipv4,91.220.154.0,24
ripencc,ipv4,91.220.191.0,24
ripencc,ipv4,91.223.21.0,24
ripencc,ipv4,91.223.195.0,24
ripencc,ipv4,91.227.209.0,24
ripencc,ipv4,91.230.64.0,24
ripencc,ipv4,91.230.170.0,23
ripencc,ipv4,91.230.176.0,22
ripencc,ipv4,91.231.108.0,23
ripencc,ipv4,91.233.118.0,24
ripencc,ipv4,91.233.206.0,23
ripencc,ipv4,91.234.203.0,24
ripencc,ipv4,91.234.230.0,23
ripencc,ipv4,91.236.244.0,23
ripencc,ipv4,91.238.30.0,22
ripencc,ipv4,91.241.28.0,24
ripencc,ipv4,91.241.30.0,24
ripencc,ipv4,91.241.79.0,24
ripencc,ipv4,130.104.0.0,16
ripencc,ipv4,134.54.0.0,16
ripencc,ipv4,134.58.0.0,16
ripencc,ipv4,134.184.0.0,16
ripencc,ipv4,138.48.0.0,16
ripencc,ipv4,138.205.0.0,16
ripencc,ipv4,139.90.0.0,16
ripencc,ipv4,139.165.0.0,16
ripencc,ipv4,141.96.0.0,16
ripencc,ipv4,141.253.0.0,16
ripencc,ipv4,143.129.0.0,16
ripencc,ipv4,143.169.0.0,16
ripencc,ipv4,144.248.0.0,16
ripencc,ipv4,145.60.0.0,16
ripencc,ipv4,146.103.0.0,16
ripencc,ipv4,146.175.0.0,16
ripencc,ipv4,147.12.64.0,19
ripencc,ipv4,147.93.0.0,16
ripencc,ipv4,149.134.0.0,16
ripencc,ipv4,150.251.0.0,16
ripencc,ipv4,152.152.0.0,16
ripencc,ipv4,157.164.0.0,16
ripencc,ipv4,157.193.0.0,16
ripencc,ipv4,159.180.192.0,19
ripencc,ipv4,161.59.0.0,16
ripencc,ipv4,163.163.0.0,16
ripencc,ipv4,163.165.0.0,16
ripencc,ipv4,164.15.0.0,16
ripencc,ipv4,170.255.0.0,16
ripencc,ipv4,171.25.217.0,24
ripencc,ipv4,171.25.229.0,24
ripencc,ipv4,171.26.0.0,16
ripencc,ipv4,173.245.160.0,21
ripencc,ipv4,176.117.56.0,24
ripencc,ipv4,178.217.16.0,21
ripencc,ipv4,185.1.127.0,24
ripencc,ipv4,185.1.138.0,24
ripencc,ipv4,185.1.243.0,24
ripencc,ipv4,192.31.23.0,24
ripencc,ipv4,192.31.40.0,24
ripencc,ipv4,192.64.100.0,24
ripencc,ipv4,192.64.101.0,24
ripencc,ipv4,192.64.102.0,24
ripencc,ipv4,192.64.103.0,24
ripencc,ipv4,192.73.226.0,24
ripencc,ipv4,192.81.59.0,24
ripencc,ipv4,192.92.130.0,24
ripencc,ipv4,192.93.20.0,22
ripencc,ipv4,192.101.170.0,24
ripencc,ipv4,192.101.252.0,24
ripencc,ipv4,192.104.167.0,24
ripencc,ipv4,192.104.168.0,24
ripencc,ipv4,192.109.204.0,24
ripencc,ipv4,192.124.39.0,24
ripencc,ipv4,192.131.132.0,24
ripencc,ipv4,192.135.167.0,24
ripencc,ipv4,192.135.168.0,24
ripencc,ipv4,192.136.19.0,24
ripencc,ipv4,192.152.124.0,24
ripencc,ipv4,192.153.168.0,24
ripencc,ipv4,192.156.132.0,24
ripencc,ipv4,192.156.227.0,24
ripencc,ipv4,192.159.90.0,24
ripencc,ipv4,192.161.64.0,24
ripencc,ipv4,192.161.65.0,24
ripencc,ipv4,193.9.8.0,22
ripencc,ipv4,193.23.115.0,24
ripencc,ipv4,193.25.198.0,24
ripencc,ipv4,193.28.47.0,24
ripencc,ipv4,193.29.221.0,24
ripencc,ipv4,193.30.110.0,24
ripencc,ipv4,193.33.182.0,23
ripencc,ipv4,193.34.88.0,22
ripencc,ipv4,193.41.16.0,21
ripencc,ipv4,193.41.42.0,24
ripencc,ipv4,193.41.158.0,23
ripencc,ipv4,193.41.233.0,24
ripencc,ipv4,193.43.88.0,24
ripencc,ipv4,193.43.236.0,22
ripencc,ipv4,193.53.3.0,24
ripencc,ipv4,193.53.4.0,24
ripencc,ipv4,193.53.8.0,23
ripencc,ipv4,193.53.13.0,24
ripencc,ipv4,193.53.14.0,24
ripencc,ipv4,193.53.15.0,24
ripencc,ipv4,193.53.16.0,21
ripencc,ipv4,193.53.34.0,24
ripencc,ipv4,193.53.37.0,24
ripencc,ipv4,193.53.39.0,24
ripencc,ipv4,193.53.45.0,24
ripencc,ipv4,193.53.46.0,24
ripencc,ipv4,193.53.47.0,24
ripencc,ipv4,193.53.48.0,20
ripencc,ipv4,193.53.64.0,20
ripencc,ipv4,193.53.101.0,23
ripencc,ipv4,193.53.113.0,20
