region,ip,prefixlength,org
afrinic,41.57.96.0,20,n/a
afrinic,41.72.160.0,19,n/a
afrinic,41.75.144.0,20,n/a
afrinic,41.76.168.0,21,n/a
afrinic,41.76.184.0,21,n/a
afrinic,41.78.24.0,22,n/a
afrinic,41.79.8.0,22,n/a
afrinic,41.79.168.0,22,n/a
afrinic,41.79.228.0,22,n/a
afrinic,41.79.252.0,22,n/a
afrinic,41.80.0.0,15,n/a
afrinic,41.89.0.0,16,n/a
afrinic,41.90.0.0,16,n/a
afrinic,41.138.240.0,20,n/a
afrinic,41.139.128.0,17,n/a
afrinic,41.191.192.0,21,n/a
afrinic,41.203.208.0,20,n/a
afrinic,41.204.160.0,19,n/a
afrinic,41.206.32.0,19,n/a
afrinic,41.207.64.0,19,n/a
afrinic,41.207.96.0,19,n/a
afrinic,41.209.0.0,18,n/a
afrinic,41.212.0.0,17,n/a
afrinic,41.215.0.0,17,n/a
afrinic,41.215.128.0,20,n/a
afrinic,41.217.220.0,22,n/a
afrinic,41.220.112.0,20,n/a
afrinic,41.222.8.0,21,n/a
afrinic,41.223.56.0,22,n/a
afrinic,41.223.148.0,22,n/a
afrinic,41.242.0.0,22,n/a
afrinic,41.242.4.0,22,n/a
afrinic,62.8.64.0,19,n/a
afrinic,62.12.112.0,21,n/a
afrinic,62.24.96.0,19,n/a
afrinic,77.220.0.0,19,n/a
afrinic,80.72.96.0,20,n/a
afrinic,87.255.96.0,19,n/a
afrinic,102.0.0.0,13,n/a
afrinic,102.22.208.0,21,n/a
afrinic,102.23.136.0,22,n/a
afrinic,102.67.152.0,22,n/a
afrinic,102.68.76.0,22,n/a
afrinic,102.68.141.0,24,n/a
afrinic,102.69.224.0,21,n/a
afrinic,102.69.232.0,22,n/a
afrinic,102.135.168.0,21,n/a
afrinic,102.140.192.0,18,n/a
afrinic,102.164.52.0,22,n/a
afrinic,102.164.56.0,22,n/a
afrinic,102.164.60.0,22,n/a
afrinic,102.166.0.0,15,n/a
afrinic,102.176.180.0,22,n/a
afrinic,102.212.236.0,22,n/a
afrinic,102.213.48.0,22,n/a
afrinic,102.213.92.0,22,n/a
afrinic,102.213.160.0,22,n/a
afrinic,102.213.208.0,22,n/a
afrinic,102.213.216.0,22,n/a
afrinic,102.213.241.0,24,n/a
afrinic,102.213.248.0,22,n/a
afrinic,102.214.16.0,22,n/a
afrinic,102.214.72.0,22,n/a
afrinic,102.214.76.0,22,n/a
afrinic,102.214.84.0,22,n/a
afrinic,102.214.96.0,22,n/a
afrinic,102.214.156.0,22,n/a
afrinic,102.214.246.0,24,n/a
afrinic,102.214.252.0,22,n/a
afrinic,102.215.4.0,22,n/a
afrinic,102.215.12.0,22,n/a
afrinic,102.215.32.0,22,n/a
afrinic,102.215.40.0,22,n/a
afrinic,102.215.76.0,22,n/a
afrinic,102.215.116.0,22,n/a
afrinic,102.215.120.0,22,n/a
afrinic,102.215.188.0,22,n/a
afrinic,102.216.64.0,22,n/a
afrinic,102.216.68.0,22,n/a
afrinic,102.216.84.0,22,n/a
afrinic,102.216.116.0,23,n/a
afrinic,102.216.119.0,24,n/a
afrinic,102.216.154.0,23,n/a
afrinic,102.217.4.0,22,n/a
afrinic,102.217.54.0,23,n/a
afrinic,102.217.64.0,22,n/a
afrinic,102.217.100.0,22,n/a
