region,version,ip,prefixlength
apnic,ipv4,45.117.48.0,22
apnic,ipv4,45.117.64.0,22
apnic,ipv4,45.117.72.0,22
apnic,ipv4,45.117.108.0,22
apnic,ipv4,45.117.148.0,22
apnic,ipv4,45.117.180.0,22
apnic,ipv4,45.117.184.0,22
apnic,ipv4,45.117.212.0,22
apnic,ipv4,45.117.216.0,22
apnic,ipv4,45.117.220.0,22
apnic,ipv4,45.117.224.0,22
apnic,ipv4,45.117.248.0,22
apnic,ipv4,45.118.8.0,24
apnic,ipv4,45.118.9.0,24
apnic,ipv4,45.118.10.0,23
apnic,ipv4,45.118.20.0,22
apnic,ipv4,45.118.32.0,22
apnic,ipv4,45.118.44.0,22
apnic,ipv4,45.118.48.0,21
apnic,ipv4,45.118.56.0,22
apnic,ipv4,45.118.80.0,21
apnic,ipv4,45.118.92.0,22
apnic,ipv4,45.118.104.0,22
apnic,ipv4,45.118.116.0,22
apnic,ipv4,45.118.120.0,22
apnic,ipv4,45.118.152.0,22
apnic,ipv4,45.118.156.0,22
apnic,ipv4,45.118.160.0,22
apnic,ipv4,45.118.164.0,22
apnic,ipv4,45.118.168.0,21
apnic,ipv4,45.118.176.0,22
apnic,ipv4,45.118.192.0,22
apnic,ipv4,45.118.196.0,22
apnic,ipv4,45.118.200.0,22
apnic,ipv4,45.118.204.0,22
apnic,ipv4,45.118.208.0,22
apnic,ipv4,45.118.216.0,22
apnic,ipv4,45.118.220.0,22
apnic,ipv4,45.118.224.0,22
apnic,ipv4,45.118.228.0,22
apnic,ipv4,45.118.232.0,21
apnic,ipv4,45.118.240.0,22
apnic,ipv4,45.119.8.0,22
apnic,ipv4,45.119.28.0,22
apnic,ipv4,45.119.44.0,22
apnic,ipv4,45.119.56.0,22
apnic,ipv4,45.119.88.0,22
apnic,ipv4,45.119.112.0,22
apnic,ipv4,45.119.128.0,22
apnic,ipv4,45.119.136.0,21
apnic,ipv4,45.119.148.0,22
apnic,ipv4,45.119.176.0,21
apnic,ipv4,45.119.188.0,22
apnic,ipv4,45.119.192.0,22
apnic,ipv4,45.119.236.0,22
apnic,ipv4,45.120.8.0,22
apnic,ipv4,45.120.12.0,22
apnic,ipv4,45.120.16.0,22
apnic,ipv4,45.120.32.0,22
apnic,ipv4,45.120.37.0,24
apnic,ipv4,45.120.60.0,22
apnic,ipv4,45.120.72.0,22
apnic,ipv4,45.120.88.0,22
apnic,ipv4,45.120.124.0,22
apnic,ipv4,45.120.144.0,22
apnic,ipv4,45.120.160.0,22
apnic,ipv4,45.121.0.0,22
apnic,ipv4,45.121.4.0,22
apnic,ipv4,45.121.8.0,21
apnic,ipv4,45.121.28.0,22
apnic,ipv4,45.121.100.0,22
apnic,ipv4,45.121.112.0,22
apnic,ipv4,45.121.128.0,22
apnic,ipv4,45.121.156.0,22
apnic,ipv4,45.121.168.0,22
apnic,ipv4,45.121.220.0,22
apnic,ipv4,45.121.232.0,22
apnic,ipv4,45.122.140.0,22
apnic,ipv4,45.122.144.0,22
apnic,ipv4,45.122.152.0,22
apnic,ipv4,45.123.92.0,22
apnic,ipv4,45.123.216.0,22
apnic,ipv4,45.124.4.0,22
apnic,ipv4,45.124.116.0,22
apnic,ipv4,45.124.120.0,22
apnic,ipv4,45.124.140.0,22
apnic,ipv4,45.124.148.0,22
apnic,ipv4,45.124.152.0,22
apnic,ipv4,45.124.180.0,22
apnic,ipv4,45.124.184.0,22
apnic,ipv4,45.124.188.0,22
apnic,ipv4,45.124.192.0,22
apnic,ipv4,45.124.196.0,22
apnic,ipv4,45.124.224.0,20
apnic,ipv4,45.125.36.0,22
apnic,ipv4,45.125.40.0,22
apnic,ipv4,45.125.60.0,22
apnic,ipv4,45.125.68.0,22
apnic,ipv4,45.125.144.0,22
apnic,ipv4,45.125.172.0,22
apnic,ipv4,45.125.176.0,22
apnic,ipv4,45.125.184.0,22
apnic,ipv4,45.125.212.0,22
apnic,ipv4,45.125.252.0,22
apnic,ipv4,45.126.8.0,22
apnic,ipv4,45.126.20.0,22
apnic,ipv4,45.126.36.0,22
apnic,ipv4,45.126.64.0,21
apnic,ipv4,45.126.136.0,22
apnic,ipv4,45.126.144.0,22
apnic,ipv4,45.126.188.0,22
apnic,ipv4,45.126.196.0,22
apnic,ipv4,45.126.254.0,23
apnic,ipv4,45.127.56.0,22
apnic,ipv4,45.127.64.0,21
apnic,ipv4,45.127.72.0,22
apnic,ipv4,45.127.76.0,22
apnic,ipv4,45.127.80.0,21
apnic,ipv4,45.127.100.0,22
apnic,ipv4,45.127.104.0,22
apnic,ipv4,45.127.136.0,22
apnic,ipv4,45.127.200.0,22
apnic,ipv4,45.127.220.0,22
apnic,ipv4,45.127.224.0,22
apnic,ipv4,45.127.232.0,22
apnic,ipv4,45.127.240.0,22
apnic,ipv4,45.248.0.0,22
apnic,ipv4,45.248.4.0,22
apnic,ipv4,45.248.20.0,22
apnic,ipv4,45.248.24.0,22
apnic,ipv4,45.248.32.0,22
apnic,ipv4,45.248.36.0,23
apnic,ipv4,45.248.40.0,22
apnic,ipv4,45.248.56.0,22
apnic,ipv4,45.248.60.0,22
apnic,ipv4,45.248.64.0,22
apnic,ipv4,45.248.136.0,22
apnic,ipv4,45.248.156.0,22
apnic,ipv4,45.248.160.0,22
apnic,ipv4,45.248.168.0,22
apnic,ipv4,45.248.172.0,22
apnic,ipv4,45.248.180.0,22
apnic,ipv4,45.249.40.0,22
apnic,ipv4,45.249.44.0,22
apnic,ipv4,45.249.48.0,22
apnic,ipv4,45.249.52.0,22
apnic,ipv4,45.249.76.0,22
apnic,ipv4,45.249.84.0,22
apnic,ipv4,45.249.108.0,22
apnic,ipv4,45.249.120.0,22
apnic,ipv4,45.249.124.0,22
apnic,ipv4,45.249.136.0,22
apnic,ipv4,45.249.144.0,20
apnic,ipv4,45.249.168.0,22
apnic,ipv4,45.249.218.0,23
apnic,ipv4,45.249.232.0,22
apnic,ipv4,45.249.236.0,22
apnic,ipv4,45.249.252.0,22
apnic,ipv4,45.250.44.0,22
apnic,ipv4,45.250.48.0,22
apnic,ipv4,45.250.244.0,22
apnic,ipv4,45.250.248.0,22
apnic,ipv4,45.251.28.0,22
apnic,ipv4,45.251.36.0,22
apnic,ipv4,45.251.40.0,22
apnic,ipv4,45.251.76.0,22
apnic,ipv4,45.251.80.0,22
apnic,ipv4,45.251.232.0,22
apnic,ipv4,45.251.236.0,22
apnic,ipv4,45.251.244.0,22
apnic,ipv4,45.251.252.0,22
apnic,ipv4,45.252.68.0,22
apnic,ipv4,45.252.72.0,22
apnic,ipv4,45.252.180.0,22
apnic,ipv4,57.206.0.0,23
apnic,ipv4,58.84.14.0,23
apnic,ipv4,58.84.20.0,22
apnic,ipv4,58.84.60.0,22
apnic,ipv4,59.152.56.0,22
apnic,ipv4,59.152.80.0,22
apnic,ipv4,59.152.120.0,22
apnic,ipv4,59.153.0.0,22
apnic,ipv4,61.14.228.0,22
apnic,ipv4,103.1.6.0,24
apnic,ipv4,103.1.48.0,23
apnic,ipv4,103.4.204.0,24
apnic,ipv4,103.4.233.0,24
apnic,ipv4,103.4.252.0,22
apnic,ipv4,103.5.70.0,24
apnic,ipv4,103.5.78.0,24
apnic,ipv4,103.5.84.0,22
apnic,ipv4,103.5.104.0,24
apnic,ipv4,103.5.244.0,22
apnic,ipv4,103.6.2.0,24
apnic,ipv4,103.6.26.0,24
apnic,ipv4,103.6.27.0,24
apnic,ipv4,103.6.32.0,23
apnic,ipv4,103.6.88.0,24
apnic,ipv4,103.6.160.0,23
apnic,ipv4,103.6.164.0,24
apnic,ipv4,103.6.167.0,24
apnic,ipv4,103.8.62.0,24
apnic,ipv4,103.8.123.0,24
apnic,ipv4,103.8.188.0,23
apnic,ipv4,103.9.222.0,23
apnic,ipv4,103.9.232.0,22
apnic,ipv4,103.10.9.0,24
apnic,ipv4,103.10.109.0,24
apnic,ipv4,103.10.168.0,24
apnic,ipv4,103.10.222.0,24
apnic,ipv4,103.10.252.0,24
apnic,ipv4,103.11.20.0,24
apnic,ipv4,103.12.1.0,24
apnic,ipv4,103.12.24.0,22
apnic,ipv4,103.12.56.0,23
apnic,ipv4,103.12.156.0,23
apnic,ipv4,103.12.168.0,22
apnic,ipv4,103.12.211.0,24
apnic,ipv4,103.12.244.0,24
apnic,ipv4,103.12.245.0,24
apnic,ipv4,103.13.0.0,24
apnic,ipv4,103.13.2.0,23
apnic,ipv4,103.13.42.0,23
apnic,ipv4,103.13.72.0,23
apnic,ipv4,103.13.104.0,22
apnic,ipv4,103.13.108.0,22
apnic,ipv4,103.13.135.0,24
apnic,ipv4,103.13.178.0,23
apnic,ipv4,103.13.180.0,24
apnic,ipv4,103.13.183.0,24
apnic,ipv4,103.13.219.0,24
apnic,ipv4,103.14.0.0,24
apnic,ipv4,103.14.22.0,23
apnic,ipv4,103.14.46.0,24
apnic,ipv4,103.14.50.0,23
apnic,ipv4,103.14.92.0,23
apnic,ipv4,103.14.148.0,24
apnic,ipv4,103.14.160.0,22
apnic,ipv4,103.14.188.0,22
apnic,ipv4,103.15.56.0,22
apnic,ipv4,103.15.124.0,24
apnic,ipv4,103.15.159.0,24
apnic,ipv4,103.15.176.0,24
apnic,ipv4,103.15.179.0,24
apnic,ipv4,103.15.228.0,22
apnic,ipv4,103.15.248.0,23
apnic,ipv4,103.15.250.0,24
apnic,ipv4,103.15.252.0,22
apnic,ipv4,103.16.6.0,23
apnic,ipv4,103.16.28.0,22
apnic,ipv4,103.16.47.0,24
apnic,ipv4,103.16.50.0,24
apnic,ipv4,103.16.56.0,22
apnic,ipv4,103.16.68.0,22
apnic,ipv4,103.16.76.0,24
apnic,ipv4,103.16.100.0,24
apnic,ipv4,103.16.101.0,24
apnic,ipv4,103.16.144.0,22
apnic,ipv4,103.16.196.0,24
apnic,ipv4,103.16.221.0,24
apnic,ipv4,103.16.222.0,24
apnic,ipv4,103.17.18.0,24
apnic,ipv4,103.17.48.0,22
apnic,ipv4,103.17.96.0,22
apnic,ipv4,103.17.100.0,22
apnic,ipv4,103.17.104.0,22
apnic,ipv4,103.17.110.0,23
apnic,ipv4,103.17.128.0,22
apnic,ipv4,103.17.156.0,22
apnic,ipv4,103.17.194.0,23
apnic,ipv4,103.18.72.0,22
apnic,ipv4,103.18.104.0,22
apnic,ipv4,103.18.120.0,22
apnic,ipv4,103.18.152.0,24
apnic,ipv4,103.18.156.0,22
apnic,ipv4,103.18.164.0,22
apnic,ipv4,103.18.168.0,22
apnic,ipv4,103.18.242.0,24
apnic,ipv4,103.18.248.0,22
apnic,ipv4,103.19.17.0,24
apnic,ipv4,103.19.18.0,23
apnic,ipv4,103.19.39.0,24
apnic,ipv4,103.19.52.0,22
apnic,ipv4,103.19.128.0,23
apnic,ipv4,103.19.136.0,22
apnic,ipv4,103.19.140.0,22
apnic,ipv4,103.19.148.0,22
apnic,ipv4,103.19.168.0,23
apnic,ipv4,103.19.200.0,22
apnic,ipv4,103.19.212.0,22
apnic,ipv4,103.19.217.0,24
apnic,ipv4,103.19.224.0,22
apnic,ipv4,103.19.248.0,22
apnic,ipv4,103.20.57.0,24
apnic,ipv4,103.20.104.0,23
apnic,ipv4,103.20.125.0,24
apnic,ipv4,103.20.164.0,24
apnic,ipv4,103.20.212.0,22
apnic,ipv4,103.20.218.0,24
apnic,ipv4,103.20.230.0,23
apnic,ipv4,103.20.244.0,24
apnic,ipv4,103.21.6.0,23
apnic,ipv4,103.21.16.0,24
apnic,ipv4,103.21.66.0,24
apnic,ipv4,103.21.67.0,24
apnic,ipv4,103.21.68.0,23
apnic,ipv4,103.21.124.0,22
apnic,ipv4,103.22.140.0,22
apnic,ipv4,103.23.24.0,22
apnic,ipv4,103.23.29.0,24
apnic,ipv4,103.23.140.0,24
apnic,ipv4,103.23.148.0,23
apnic,ipv4,103.23.150.0,24
apnic,ipv4,103.23.172.0,23
apnic,ipv4,103.23.214.0,24
apnic,ipv4,103.24.20.0,22
apnic,ipv4,103.24.36.0,22
apnic,ipv4,103.24.46.0,24
apnic,ipv4,103.24.78.0,23
apnic,ipv4,103.24.80.0,22
apnic,ipv4,103.24.108.0,22
apnic,ipv4,103.24.124.0,22
apnic,ipv4,103.24.135.0,24
apnic,ipv4,103.24.180.0,22
apnic,ipv4,103.24.192.0,23
apnic,ipv4,103.25.0.0,22
apnic,ipv4,103.25.4.0,22
apnic,ipv4,103.25.10.0,23
apnic,ipv4,103.25.44.0,22
apnic,ipv4,103.25.84.0,22
apnic,ipv4,103.25.128.0,22
apnic,ipv4,103.25.132.0,22
apnic,ipv4,103.25.152.0,22
apnic,ipv4,103.25.168.0,22
apnic,ipv4,103.25.204.0,22
apnic,ipv4,103.25.231.0,24
apnic,ipv4,103.26.48.0,22
apnic,ipv4,103.26.52.0,22
apnic,ipv4,103.26.56.0,22
apnic,ipv4,103.26.72.0,23
apnic,ipv4,103.26.96.0,22
apnic,ipv4,103.26.104.0,22
apnic,ipv4,103.26.108.0,22
apnic,ipv4,103.26.168.0,24
apnic,ipv4,103.26.169.0,24
apnic,ipv4,103.26.201.0,24
apnic,ipv4,103.26.204.0,22
apnic,ipv4,103.26.224.0,22
apnic,ipv4,103.26.232.0,23
apnic,ipv4,103.27.2.0,24
apnic,ipv4,103.27.8.0,22
apnic,ipv4,103.27.16.0,22
apnic,ipv4,103.27.48.0,22
apnic,ipv4,103.27.84.0,22
apnic,ipv4,103.27.140.0,22
apnic,ipv4,103.27.168.0,22
apnic,ipv4,103.27.232.0,22
apnic,ipv4,103.28.105.0,24
apnic,ipv4,103.28.140.0,22
apnic,ipv4,103.28.244.0,22
apnic,ipv4,103.29.28.0,24
apnic,ipv4,103.29.80.0,23
apnic,ipv4,103.29.197.0,24
apnic,ipv4,103.29.248.0,24
apnic,ipv4,103.29.249.0,24
apnic,ipv4,103.30.24.0,23
apnic,ipv4,103.30.64.0,22
apnic,ipv4,103.30.72.0,23
apnic,ipv4,103.30.74.0,23
apnic,ipv4,103.30.80.0,22
apnic,ipv4,103.30.176.0,22
apnic,ipv4,103.31.40.0,23
apnic,ipv4,103.35.68.0,22
apnic,ipv4,103.35.90.0,24
apnic,ipv4,103.35.120.0,23
apnic,ipv4,103.35.123.0,24
apnic,ipv4,103.35.132.0,22
apnic,ipv4,103.35.142.0,24
apnic,ipv4,103.35.164.0,23
apnic,ipv4,103.35.192.0,22
apnic,ipv4,103.35.217.0,24
apnic,ipv4,103.36.44.0,22
apnic,ipv4,103.36.71.0,24
apnic,ipv4,103.36.76.0,22
apnic,ipv4,103.36.80.0,22
apnic,ipv4,103.36.104.0,22
apnic,ipv4,103.36.124.0,22
apnic,ipv4,103.36.149.0,24
apnic,ipv4,103.36.150.0,23
apnic,ipv4,103.36.251.0,24
apnic,ipv4,103.37.20.0,23
apnic,ipv4,103.37.76.0,22
apnic,ipv4,103.37.96.0,23
apnic,ipv4,103.37.200.0,23
apnic,ipv4,103.38.4.0,22
apnic,ipv4,103.38.12.0,22
apnic,ipv4,103.38.48.0,23
apnic,ipv4,103.38.50.0,23
apnic,ipv4,103.38.68.0,23
apnic,ipv4,103.38.70.0,23
apnic,ipv4,103.38.88.0,24
apnic,ipv4,103.38.89.0,24
apnic,ipv4,103.38.124.0,22
apnic,ipv4,103.38.182.0,23
apnic,ipv4,103.38.190.0,23
apnic,ipv4,103.38.240.0,22
apnic,ipv4,103.39.0.0,22
apnic,ipv4,103.39.4.0,23
apnic,ipv4,103.39.8.0,22
apnic,ipv4,103.39.28.0,22
apnic,ipv4,103.39.32.0,23
apnic,ipv4,103.39.156.0,22
apnic,ipv4,103.39.240.0,22
apnic,ipv4,103.39.244.0,22
apnic,ipv4,103.40.52.0,23
apnic,ipv4,103.40.60.0,22
apnic,ipv4,103.40.64.0,22
apnic,ipv4,103.40.72.0,22
apnic,ipv4,103.40.80.0,24
apnic,ipv4,103.40.166.0,23
apnic,ipv4,103.40.200.0,22
apnic,ipv4,103.40.204.0,22
apnic,ipv4,103.41.10.0,24
apnic,ipv4,103.41.11.0,24
apnic,ipv4,103.41.24.0,22
apnic,ipv4,103.41.28.0,22
apnic,ipv4,103.41.32.0,22
apnic,ipv4,103.41.57.0,24
apnic,ipv4,103.41.88.0,22
apnic,ipv4,103.41.96.0,22
apnic,ipv4,103.41.144.0,22
apnic,ipv4,103.41.170.0,24
apnic,ipv4,103.41.196.0,22
apnic,ipv4,103.41.214.0,23
apnic,ipv4,103.41.236.0,22
apnic,ipv4,103.42.16.0,23
apnic,ipv4,103.42.50.0,23
apnic,ipv4,103.42.88.0,22
apnic,ipv4,103.42.114.0,24
apnic,ipv4,103.42.115.0,24
apnic,ipv4,103.42.128.0,23
apnic,ipv4,103.42.156.0,22
apnic,ipv4,103.42.164.0,23
apnic,ipv4,103.42.166.0,23
apnic,ipv4,103.42.188.0,24
apnic,ipv4,103.42.200.0,23
apnic,ipv4,103.43.2.0,24
apnic,ipv4,103.43.3.0,24
apnic,ipv4,103.43.32.0,22
apnic,ipv4,103.43.37.0,24
apnic,ipv4,103.43.40.0,22
apnic,ipv4,103.43.65.0,24
apnic,ipv4,103.43.80.0,22
apnic,ipv4,103.43.94.0,23
apnic,ipv4,103.43.200.0,22
apnic,ipv4,103.43.228.0,24
apnic,ipv4,103.43.231.0,24
apnic,ipv4,103.43.252.0,24
apnic,ipv4,103.44.116.0,22
apnic,ipv4,103.44.141.0,24
apnic,ipv4,103.44.142.0,23
apnic,ipv4,103.44.156.0,22
apnic,ipv4,103.44.172.0,22
apnic,ipv4,103.44.221.0,24
apnic,ipv4,103.46.192.0,22
apnic,ipv4,103.46.196.0,23
apnic,ipv4,103.46.199.0,24
apnic,ipv4,103.46.200.0,22
apnic,ipv4,103.46.232.0,22
apnic,ipv4,103.46.236.0,22
apnic,ipv4,103.47.16.0,22
apnic,ipv4,103.47.44.0,22
apnic,ipv4,103.47.72.0,22
apnic,ipv4,103.47.78.0,24
apnic,ipv4,103.47.91.0,24
apnic,ipv4,103.47.92.0,22
apnic,ipv4,103.47.124.0,22
apnic,ipv4,103.47.128.0,23
apnic,ipv4,103.47.148.0,22
apnic,ipv4,103.47.153.0,24
apnic,ipv4,103.47.160.0,22
apnic,ipv4,103.47.168.0,22
apnic,ipv4,103.47.172.0,22
apnic,ipv4,103.47.196.0,22
apnic,ipv4,103.47.216.0,22
apnic,ipv4,103.48.42.0,23
apnic,ipv4,103.48.50.0,23
apnic,ipv4,103.48.56.0,22
apnic,ipv4,103.48.68.0,22
apnic,ipv4,103.48.72.0,22
apnic,ipv4,103.48.90.0,24
apnic,ipv4,103.48.91.0,24
apnic,ipv4,103.48.96.0,22
apnic,ipv4,103.48.104.0,22
apnic,ipv4,103.48.108.0,22
apnic,ipv4,103.48.112.0,22
apnic,ipv4,103.48.196.0,22
apnic,ipv4,103.48.212.0,23
apnic,ipv4,103.49.52.0,22
apnic,ipv4,103.49.56.0,22
apnic,ipv4,103.49.70.0,23
apnic,ipv4,103.49.102.0,23
apnic,ipv4,103.49.112.0,23
apnic,ipv4,103.49.120.0,24
apnic,ipv4,103.49.122.0,23
apnic,ipv4,103.49.124.0,23
apnic,ipv4,103.49.147.0,24
apnic,ipv4,103.49.224.0,22
apnic,ipv4,103.49.232.0,22
apnic,ipv4,103.49.236.0,23
apnic,ipv4,103.49.240.0,22
apnic,ipv4,103.49.244.0,23
apnic,ipv4,103.50.4.0,22
apnic,ipv4,103.50.20.0,23
apnic,ipv4,103.50.22.0,23
apnic,ipv4,103.50.80.0,22
apnic,ipv4,103.50.144.0,22
apnic,ipv4,103.50.208.0,22
apnic,ipv4,103.50.214.0,23
apnic,ipv4,103.51.0.0,23
apnic,ipv4,103.51.8.0,24
apnic,ipv4,103.51.9.0,24
apnic,ipv4,103.51.24.0,22
