version,ip,prefixlength
ipv6,2405:fd40::,32
ipv6,2406:12c0::,32
ipv6,2406:1401::,32
ipv6,2406:1402::,31
ipv6,2406:1404::,30
ipv6,2406:2040::,32
ipv6,2406:2280::,32
ipv6,2406:2440::,32
ipv6,2406:2580::,32
ipv6,2406:2bc0::,32
ipv6,2406:3240::,32
ipv6,2406:4880::,32
ipv6,2406:4980::,32
ipv6,2406:5300::,32
ipv6,2406:5440::,32
ipv6,2406:5c80::,32
ipv6,2406:5cc0::,32
ipv6,2406:5d40::,32
ipv6,2406:66c0::,32
ipv6,2406:6740::,31
ipv6,2406:67c0::,32
ipv6,2406:7cc0::,32
ipv6,2406:8300::,32
ipv6,2406:8a40::,32
ipv6,2406:8bc0::,32
ipv6,2406:8cc0::,32
ipv6,2406:96c0::,32
ipv6,2406:97c0::,32
ipv6,2406:98c0::,32
ipv6,2406:a100::,32
ipv6,2406:a600::,32
ipv6,2406:a740::,32
ipv6,2406:a940::,32
ipv6,2406:abc0::,32
ipv6,2406:b180::,32
ipv6,2406:b340::,32
ipv6,2406:b3c0::,32
ipv6,2406:b540::,32
ipv6,2406:b5c0::,32
ipv6,2406:b680::,32
ipv6,2406:b6c0::,32
ipv6,2406:b7c0::,32
ipv6,2406:b840::,32
ipv6,2406:b8c0::,32
ipv6,2406:b940::,32
ipv6,2406:bb40::,32
ipv6,2406:bf40::,32
ipv6,2406:c0c0::,32
ipv6,2406:c440::,32
ipv6,2406:ccc0::,32
ipv6,2406:cdc0::,32
ipv6,2406:d640::,32
ipv6,2406:dc40::,32
ipv6,2406:df40::,32
ipv6,2406:e140::,32
ipv6,2406:e280::,32
ipv6,2406:eb40::,32
ipv6,2406:ec00::,32
ipv6,2406:ed40::,32
ipv6,2406:ed80::,32
ipv6,2406:eec0::,32
ipv6,2406:f640::,32
ipv6,2406:f6c0::,32
ipv6,2406:f740::,32
ipv6,2406:f880::,32
ipv6,2406:f9c0::,32
ipv6,2407:1180::,32
ipv6,2407:1e80::,32
ipv6,2407:2180::,32
ipv6,2407:2500::,32
ipv6,2407:2540::,32
ipv6,2407:2580::,32
ipv6,2407:29c0::,32
ipv6,2407:3080::,32
ipv6,2407:32c0::,32
ipv6,2407:3a00::,32
ipv6,2407:3b80::,32
ipv6,2407:3c00::,32
ipv6,2407:3f80::,32
ipv6,2407:4180::,32
ipv6,2407:4380::,32
ipv6,2407:4480::,32
ipv6,2407:5980::,32
ipv6,2407:5e40::,32
ipv6,2407:5f40::,32
ipv6,2407:60c0::,32
ipv6,2407:63c0::,32
ipv6,2407:6680::,32
ipv6,2407:6900::,32
ipv6,2407:6940::,32
ipv6,2407:69c0::,32
ipv6,2407:6a80::,32
ipv6,2407:7b00::,32
ipv6,2407:8680::,32
ipv6,2407:8980::,32
ipv6,2407:8c01::,32
ipv6,2407:8c02::,31
ipv6,2407:8c04::,30
ipv6,2407:8c08::,29
ipv6,2407:8c10::,28
ipv6,2407:8c20::,27
ipv6,2407:8c40::,26
ipv6,2407:8c80::,25
ipv6,2407:8d00::,24
ipv6,2407:93c0::,32
ipv6,2407:9480::,32
ipv6,2407:9500::,32
ipv6,2407:9740::,32
ipv6,2407:9780::,32
ipv6,2407:a480::,32
ipv6,2407:b840::,32
ipv6,2407:bd40::,32
ipv6,2407:bec0::,32
ipv6,2407:c280::,32
ipv6,2407:c940::,32
ipv6,2407:cd00::,32
ipv6,2407:cec1::,32
ipv6,2407:d280::,32
ipv6,2407:d740::,32
ipv6,2407:d940::,32
ipv6,2407:f000::,32
ipv6,2407:f400::,32
ipv6,2408:9000::,20
ipv6,2408:a000::,19
ipv6,2408:c000::,18
ipv6,2409:9000::,20
ipv6,2409:a000::,19
ipv6,2409:c000::,18
ipv6,240a:f000::,20
ipv6,240d:c100::,24
ipv6,240d:c200::,23
ipv6,240d:c400::,22
ipv6,240d:c800::,21
ipv6,240e:4000::,18
ipv6,240e:8000::,17
ipv6,240f:4100::,24
ipv6,240f:4200::,23
ipv6,240f:4400::,22
ipv6,240f:4800::,21
ipv6,240f:c100::,24
ipv6,240f:c200::,23
ipv6,240f:c400::,22
ipv6,240f:c800::,21
ipv6,2001:7fa:0:4::,64
ipv6,2001:de8:18::,48
ipv6,2001:de8:1b::,48
ipv6,2001:de8:1c::,48
ipv6,2001:df0:63::,48
ipv6,2001:df0:87::,48
ipv6,2001:df0:a0::,48
ipv6,2001:df0:a7::,48
ipv6,2001:df0:ba::,48
ipv6,2001:df0:cc::,48
ipv6,2001:df0:cd::,48
ipv6,2001:df0:e9::,48
ipv6,2001:df2:81::,48
ipv6,2001:df4:80::,48
ipv6,2001:df0:202::,48
ipv6,2001:df0:205::,48
ipv6,2001:df0:208::,48
ipv6,2001:df0:20e::,48
ipv6,2001:df0:21b::,48
ipv6,2001:df0:257::,48
ipv6,2001:df0:2a5::,48
ipv6,2001:df0:2b7::,48
ipv6,2001:df0:2c6::,48
ipv6,2001:df0:2d0::,44
ipv6,2001:df0:31e::,47
ipv6,2001:df0:320::,43
ipv6,2001:df0:340::,42
ipv6,2001:df0:380::,41
ipv6,2001:df0:408::,48
ipv6,2001:df0:451::,48
ipv6,2001:df0:455::,48
ipv6,2001:df0:469::,48
ipv6,2001:df0:600::,48
ipv6,2001:df0:880::,48
ipv6,2001:df1:180::,48
ipv6,2001:df1:680::,48
ipv6,2001:df1:980::,48
ipv6,2001:df2:181::,48
ipv6,2001:df2:200::,48
ipv6,2001:df2:900::,48
ipv6,2001:df2:a00::,48
ipv6,2001:df3:100::,48
ipv6,2001:df3:180::,48
ipv6,2001:df3:480::,48
ipv6,2001:df3:880::,48
ipv6,2001:df3:b80::,48
ipv6,2001:df3:d00::,48
ipv6,2001:df4:580::,48
ipv6,2001:df6:300::,48
ipv6,2001:df6:f00::,48
ipv6,2001:df7:800::,48
ipv6,2001:df7:c00::,48
ipv6,2001:de8:4000::,48
ipv6,2001:df0:1000::,48
ipv6,2001:df0:1981::,48
ipv6,2001:df0:2280::,48
ipv6,2001:df0:2281::,48
ipv6,2001:df0:2340::,48
ipv6,2001:df0:2380::,48
ipv6,2001:df0:2680::,48
ipv6,2001:df0:29c0::,48
ipv6,2001:df0:3800::,48
ipv6,2001:df0:3c80::,48
ipv6,2001:df0:4100::,48
ipv6,2001:df0:4280::,48
ipv6,2001:df0:4500::,48
ipv6,2001:df0:4580::,48
ipv6,2001:df0:5900::,48
ipv6,2001:df0:5a00::,48
ipv6,2001:df0:5d00::,48
ipv6,2001:df0:5d01::,48
ipv6,2001:df0:5d80::,48
ipv6,2001:df0:5f00::,48
ipv6,2001:df0:6580::,48
ipv6,2001:df0:6d00::,48
ipv6,2001:df0:6e00::,48
ipv6,2001:df0:7300::,48
ipv6,2001:df0:7f00::,48
ipv6,2001:df0:7f80::,48
ipv6,2001:df0:81c0::,48
ipv6,2001:df0:8880::,48
ipv6,2001:df0:8980::,48
ipv6,2001:df0:8c80::,48
ipv6,2001:df0:9040::,48
ipv6,2001:df0:9300::,48
ipv6,2001:df0:9400::,48
ipv6,2001:df0:9600::,48
ipv6,2001:df0:9900::,48
ipv6,2001:df0:9a00::,48
ipv6,2001:df0:a340::,48
ipv6,2001:df0:ae00::,48
ipv6,2001:df0:b500::,48
ipv6,2001:df0:b501::,48
ipv6,2001:df0:b600::,48
ipv6,2001:df0:b880::,48
ipv6,2001:df0:b8c0::,48
ipv6,2001:df0:bc80::,48
ipv6,2001:df0:c100::,48
ipv6,2001:df0:ca04::,46
ipv6,2001:df0:cbc0::,48
ipv6,2001:df0:d180::,48
ipv6,2001:df0:d900::,48
ipv6,2001:df0:db80::,47
ipv6,2001:df0:dbc0::,48
ipv6,2001:df0:dc00::,48
ipv6,2001:df0:e500::,48
ipv6,2001:df0:e980::,48
ipv6,2001:df0:ee80::,48
ipv6,2001:df0:f040::,48
ipv6,2001:df0:f100::,48
ipv6,2001:df0:fa00::,48
ipv6,2001:df1:1800::,48
ipv6,2001:df1:2080::,48
ipv6,2001:df1:2a80::,48
ipv6,2001:df1:2b80::,48
ipv6,2001:df1:3280::,48
ipv6,2001:df1:3281::,48
ipv6,2001:df1:3500::,48
ipv6,2001:df1:3d00::,48
ipv6,2001:df1:3e80::,48
ipv6,2001:df1:4180::,48
ipv6,2001:df1:5b41::,48
ipv6,2001:df1:5f40::,48
ipv6,2001:df1:6841::,48
ipv6,2001:df1:7400::,48
ipv6,2001:df1:8681::,48
ipv6,2001:df1:8a80::,48
ipv6,2001:df1:8c40::,48
ipv6,2001:df1:8e00::,48
ipv6,2001:df1:9280::,48
ipv6,2001:df1:a700::,48
ipv6,2001:df1:b980::,48
ipv6,2001:df1:bc00::,48
ipv6,2001:df1:bd00::,48
ipv6,2001:df1:d200::,48
ipv6,2001:df1:d841::,48
ipv6,2001:df1:df80::,48
ipv6,2001:df1:e0c1::,48
ipv6,2001:df1:e600::,48
ipv6,2001:df1:e780::,48
ipv6,2001:df1:e900::,48
ipv6,2001:df1:ea00::,48
ipv6,2001:df1:f900::,48
ipv6,2001:df2:1980::,48
ipv6,2001:df2:1c00::,48
ipv6,2001:df2:3080::,48
ipv6,2001:df2:3f00::,48
ipv6,2001:df2:4000::,48
ipv6,2001:df2:4500::,48
ipv6,2001:df2:4880::,48
ipv6,2001:df2:5200::,48
ipv6,2001:df2:5400::,48
ipv6,2001:df2:5800::,48
ipv6,2001:df2:5d80::,48
ipv6,2001:df2:6280::,48
ipv6,2001:df2:6480::,48
ipv6,2001:df2:6680::,48
ipv6,2001:df2:6c00::,48
ipv6,2001:df2:6f00::,48
ipv6,2001:df2:7a00::,48
ipv6,2001:df2:8880::,48
ipv6,2001:df2:9300::,48
ipv6,2001:df2:9700::,48
ipv6,2001:df2:9800::,48
ipv6,2001:df2:9801::,48
ipv6,2001:df2:9802::,47
ipv6,2001:df2:9e00::,48
ipv6,2001:df2:a180::,48
ipv6,2001:df2:a900::,48
ipv6,2001:df2:b400::,48
ipv6,2001:df2:b580::,48
ipv6,2001:df2:bf00::,48
ipv6,2001:df2:c600::,48
ipv6,2001:df2:cf00::,48
ipv6,2001:df2:d380::,48
ipv6,2001:df2:e280::,48
ipv6,2001:df2:f200::,48
ipv6,2001:df2:f380::,48
ipv6,2001:df2:f880::,48
ipv6,2001:df2:fa80::,48
ipv6,2001:df2:fe00::,48
ipv6,2001:df3:2600::,48
ipv6,2001:df3:2780::,46
ipv6,2001:df3:2e00::,48
ipv6,2001:df3:3080::,48
ipv6,2001:df3:3700::,48
ipv6,2001:df3:4200::,48
ipv6,2001:df3:4280::,48
ipv6,2001:df3:4700::,48
ipv6,2001:df3:4900::,48
ipv6,2001:df3:5800::,48
ipv6,2001:df3:6000::,48
ipv6,2001:df3:6100::,48
ipv6,2001:df3:6200::,48
ipv6,2001:df3:6700::,48
ipv6,2001:df3:7400::,48
ipv6,2001:df3:7500::,48
ipv6,2001:df3:7600::,48
ipv6,2001:df3:7a80::,48
ipv6,2001:df3:9180::,48
ipv6,2001:df3:9a80::,48
ipv6,2001:df3:a280::,48
ipv6,2001:df3:b100::,48
ipv6,2001:df3:b280::,48
ipv6,2001:df3:c780::,48
ipv6,2001:df3:d300::,48
ipv6,2001:df3:d380::,48
ipv6,2001:df3:e380::,48
ipv6,2001:df3:e581::,48
ipv6,2001:df3:f200::,48
ipv6,2001:df3:fa81::,48
ipv6,2001:df3:fb00::,48
ipv6,2001:df4:1e00::,48
ipv6,2001:df4:2480::,48
ipv6,2001:df4:2800::,48
ipv6,2001:df4:2f00::,48
ipv6,2001:df4:3300::,48
ipv6,2001:df4:3400::,48
ipv6,2001:df4:3c80::,48
ipv6,2001:df4:4200::,48
ipv6,2001:df4:4e80::,48
ipv6,2001:df4:5900::,48
ipv6,2001:df4:5e00::,48
ipv6,2001:df4:5f00::,48
ipv6,2001:df4:5f01::,48
ipv6,2001:df4:7500::,48
ipv6,2001:df4:9880::,48
ipv6,2001:df4:a400::,48
ipv6,2001:df4:be00::,48
ipv6,2001:df4:be80::,48
ipv6,2001:df4:c900::,48
ipv6,2001:df4:d100::,48
ipv6,2001:df4:d400::,48
ipv6,2001:df4:d980::,48
ipv6,2001:df5:1500::,48
ipv6,2001:df5:1e00::,48
ipv6,2001:df5:1f00::,48
ipv6,2001:df5:2b80::,48
ipv6,2001:df5:3b80::,48
ipv6,2001:df5:3c00::,48
ipv6,2001:df5:4c80::,48
ipv6,2001:df5:4e00::,48
ipv6,2001:df5:5c00::,48
ipv6,2001:df5:6300::,48
ipv6,2001:df5:6c00::,48
ipv6,2001:df5:6e00::,48
ipv6,2001:df5:7980::,48
ipv6,2001:df5:7a00::,48
ipv6,2001:df5:7d00::,48
ipv6,2001:df5:8100::,48
ipv6,2001:df5:8600::,48
ipv6,2001:df5:8c00::,48
ipv6,2001:df5:9b00::,48
ipv6,2001:df5:9e00::,48
ipv6,2001:df5:9f00::,48
ipv6,2001:df5:a700::,48
ipv6,2001:df5:a880::,48
ipv6,2001:df5:aa00::,48
ipv6,2001:df5:ac00::,48
ipv6,2001:df5:ae00::,48
ipv6,2001:df5:b080::,48
ipv6,2001:df5:c280::,48
ipv6,2001:df5:c300::,48
ipv6,2001:df5:c301::,48
ipv6,2001:df5:c980::,48
ipv6,2001:df5:cc80::,48
ipv6,2001:df5:da80::,48
ipv6,2001:df5:dd80::,48
ipv6,2001:df5:ee00::,48
ipv6,2001:df5:f300::,48
ipv6,2001:df5:f800::,48
ipv6,2001:df6:1b80::,48
ipv6,2001:df6:1c00::,48
ipv6,2001:df6:2f00::,48
ipv6,2001:df6:3380::,48
ipv6,2001:df6:3700::,48
ipv6,2001:df6:3c00::,48
ipv6,2001:df6:5380::,48
ipv6,2001:df6:5980::,48
ipv6,2001:df6:6c00::,48
ipv6,2001:df6:7780::,48
ipv6,2001:df6:7800::,48
ipv6,2001:df6:7d00::,48
ipv6,2001:df6:8400::,48
ipv6,2001:df6:a400::,48
ipv6,2001:df6:b981::,48
ipv6,2001:df6:c400::,48
ipv6,2001:df6:c580::,48
ipv6,2001:df6:ca00::,48
ipv6,2001:df6:e900::,48
ipv6,2001:df6:f780::,48
ipv6,2001:df6:f900::,48
ipv6,2001:df7:2000::,48
ipv6,2001:df7:3800::,48
ipv6,2001:df7:5580::,48
ipv6,2001:df7:5900::,48
ipv6,2001:df7:5e00::,48
ipv6,2001:df7:6b00::,48
ipv6,2001:df7:7680::,48
ipv6,2001:df7:7780::,48
ipv6,2001:df7:8800::,48
ipv6,2001:df7:8900::,48
ipv6,2001:df7:ad80::,48
ipv6,2001:df7:b600::,48
ipv6,2001:df7:ce80::,48
ipv6,2001:df7:cf80::,48
ipv6,2001:df7:dc00::,48
ipv6,2001:df7:f080::,48
ipv6,2001:df7:f900::,48
ipv6,2001:df7:fc00::,48
