region,version,ip,prefixlength,state,orgsflat
apnic,ipv4,43.240.88.0,22,allocated,[9246;GU;GTA-AP Teleguam Holdings  LLC]
apnic,ipv4,43.247.60.0,22,allocated,*
apnic,ipv4,49.128.104.0,22,allocated,[55863;GU;ICONNECT-NET-AS-AP Choice Phone LLC]
apnic,ipv4,101.99.128.0,17,allocated,[3605;GU;ERX-KUENTOS-AS Guam Cablevision  LLC.]
apnic,ipv4,103.3.240.0,22,allocated,*
apnic,ipv4,103.7.100.0,22,allocated,[9246;GU;GTA-AP Teleguam Holdings  LLC]
apnic,ipv4,103.17.112.0,22,allocated,[133071;GU;GUAMCELL-AS-AP DoCoMo Pacific]
apnic,ipv4,103.212.24.0,22,allocated,[17456;GU;PDSGUAM-USTRANSPORT-AS-GU-AP Pacific Data Systems]
apnic,ipv4,114.142.192.0,19,allocated,[9246;GU;GTA-AP Teleguam Holdings  LLC]
apnic,ipv4,114.142.224.0,19,allocated,[9246;GU;GTA-AP Teleguam Holdings  LLC]
apnic,ipv4,116.68.0.0,20,allocated,[133071;GU;GUAMCELL-AS-AP DoCoMo Pacific]
apnic,ipv4,116.68.16.0,20,allocated,[133071;GU;GUAMCELL-AS-AP DoCoMo Pacific]
apnic,ipv4,117.20.120.0,21,allocated,[9246;GU;GTA-AP Teleguam Holdings  LLC]
apnic,ipv4,121.55.192.0,18,allocated,[3605;GU;ERX-KUENTOS-AS Guam Cablevision  LLC.]
apnic,ipv4,139.5.136.0,22,allocated,[17456;GU;PDSGUAM-USTRANSPORT-AS-GU-AP Pacific Data Systems]
apnic,ipv4,182.173.192.0,18,allocated,[3605;GU;ERX-KUENTOS-AS Guam Cablevision  LLC.]
apnic,ipv4,202.22.176.0,20,allocated,*
apnic,ipv4,202.47.144.0,20,allocated,[133071;GU;GUAMCELL-AS-AP DoCoMo Pacific]
apnic,ipv4,202.123.128.0,19,allocated,*
apnic,ipv4,202.128.0.0,19,allocated,[3605;GU;ERX-KUENTOS-AS Guam Cablevision  LLC.]
apnic,ipv4,202.128.64.0,19,allocated,[9548;GU;INET-AS-AP InternetPCI]
apnic,ipv4,202.131.160.0,19,allocated,[3605;GU;ERX-KUENTOS-AS Guam Cablevision  LLC.]
apnic,ipv4,202.151.64.0,19,allocated,[9246;GU;GTA-AP Teleguam Holdings  LLC]
apnic,ipv4,203.95.8.0,21,allocated,[17456;GU;PDSGUAM-USTRANSPORT-AS-GU-AP Pacific Data Systems]
apnic,ipv4,203.215.52.0,22,allocated,[56200;GU;GCC-NETOPS-GU Guam Community College]
apnic,ipv6,2404:380::,32,allocated,[56200;GU;GCC-NETOPS-GU Guam Community College]
apnic,ipv6,2401:58c0::,32,allocated,*
apnic,ipv6,2402:6200::,32,allocated,[17456;GU;PDSGUAM-USTRANSPORT-AS-GU-AP Pacific Data Systems]
apnic,ipv6,2404:8c00::,32,allocated,[3605;GU;ERX-KUENTOS-AS Guam Cablevision  LLC.]
apnic,ipv6,2404:9a00::,32,allocated,[133071;GU;GUAMCELL-AS-AP DoCoMo Pacific]
apnic,ipv6,2405:7400::,32,allocated,[9246;GU;GTA-AP Teleguam Holdings  LLC]
apnic,ipv6,2405:8d00::,32,allocated,[55863;GU;ICONNECT-NET-AS-AP Choice Phone LLC]
arin,ipv4,168.123.0.0,16,allocated,*
arin,ipv4,192.149.202.0,24,allocated,*
arin,ipv6,2604:49c0::,32,allocated,*
apnic,ipv4,103.115.192.0,23,assigned,[23676;GU;MARIIX-GU Mariana Islands Internet Exchange]
apnic,ipv6,2001:de9:4000::,48,assigned,[23676;GU;MARIIX-GU Mariana Islands Internet Exchange]
apnic,ipv6,2001:df7:df80::,48,assigned,[23676;GU;MARIIX-GU Mariana Islands Internet Exchange]
